precinct,party,candidate,votes
1E,,Frank Lopez Jr,21
1E,,John Lira,87
1E,,Tony Gonzales,217
1W,,Frank Lopez Jr,4
1W,,John Lira,26
1W,,Tony Gonzales,45
2,,Frank Lopez Jr,44
2,,John Lira,110
2,,Tony Gonzales,713
3N,,Frank Lopez Jr,37
3N,,John Lira,47
3N,,Tony Gonzales,487
3S,,Frank Lopez Jr,8
3S,,John Lira,16
3S,,Tony Gonzales,113
4E,,Frank Lopez Jr,14
4E,,John Lira,53
4E,,Tony Gonzales,312
4M,,Frank Lopez Jr,8
4M,,John Lira,15
4M,,Tony Gonzales,73
4W,,Frank Lopez Jr,2
4W,,John Lira,8
4W,,Tony Gonzales,36
