precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1004,98,746,359,32,1471,2706,3.62%,27.57%,13.27%,1.18%,54.36%
1006,73,72,139,56,1823,2163,3.37%,3.33%,6.43%,2.59%,84.28%
1007,27,4,29,6,424,490,5.51%,0.82%,5.92%,1.22%,86.53%
1039,11,523,283,0,47,860,1.28%,60.81%,32.91%,0.00%,5.47%
1040,202,3303,1862,0,1404,6766,2.99%,48.82%,27.52%,0.00%,20.75%
1041,22,1650,481,14,233,2400,0.92%,68.75%,20.04%,0.58%,9.71%
1043,451,897,851,39,2080,4318,10.44%,20.77%,19.71%,0.90%,48.17%
1044,171,1007,690,20,2470,4358,3.92%,23.11%,15.83%,0.46%,56.68%
1045,162,2709,3704,17,993,7585,2.14%,35.72%,48.83%,0.22%,13.09%
1046,30,48,192,12,191,473,6.34%,10.15%,40.59%,2.54%,40.38%
1047,25,174,1830,32,838,2899,0.86%,6.00%,63.13%,1.10%,28.91%
1048,114,130,670,74,2354,3342,3.41%,3.89%,20.05%,2.21%,70.44%
1049,144,457,562,5,1857,3025,4.76%,15.11%,18.58%,0.17%,61.39%
1050,18,10,33,0,189,250,7.20%,4.00%,13.20%,0.00%,75.60%
1051,15,24,79,10,197,325,4.62%,7.38%,24.31%,3.08%,60.62%
1052,172,655,1447,93,2968,5335,3.22%,12.28%,27.12%,1.74%,55.63%
1054,182,206,2694,25,813,3920,4.64%,5.26%,68.72%,0.64%,20.74%
1055,50,145,2082,20,245,2542,1.97%,5.70%,81.90%,0.79%,9.64%
1056,38,111,1256,24,591,2020,1.88%,5.50%,62.18%,1.19%,29.26%
1057,58,237,2860,34,956,4145,1.40%,5.72%,69.00%,0.82%,23.06%
1058,56,154,1859,21,1376,3466,1.62%,4.44%,53.64%,0.61%,39.70%
1059,44,123,802,77,1409,2455,1.79%,5.01%,32.67%,3.14%,57.39%
1060,189,153,623,144,4014,5123,3.69%,2.99%,12.16%,2.81%,78.35%
1061,45,84,293,54,1214,1690,2.66%,4.97%,17.34%,3.20%,71.83%
1062,0,2,88,0,14,104,0.00%,1.92%,84.62%,0.00%,13.46%
1063,48,242,2816,39,628,3773,1.27%,6.41%,74.64%,1.03%,16.64%
1064,2,202,234,1,39,478,0.42%,42.26%,48.95%,0.21%,8.16%
