precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,4,9,131,18,724,886,0.45%,1.02%,14.79%,2.03%,81.72%
2,4,18,636,53,1077,1788,0.22%,1.01%,35.57%,2.96%,60.23%
3,26,103,349,15,1149,1642,1.58%,6.27%,21.25%,0.91%,69.98%
4,7,31,132,32,522,724,0.97%,4.28%,18.23%,4.42%,72.10%
5,8,22,139,124,2081,2374,0.34%,0.93%,5.86%,5.22%,87.66%
6,10,32,102,88,1458,1690,0.59%,1.89%,6.04%,5.21%,86.27%
7,11,7,85,29,697,829,1.33%,0.84%,10.25%,3.50%,84.08%
8,37,134,774,94,2428,3467,1.07%,3.87%,22.32%,2.71%,70.03%
9,18,61,434,60,983,1556,1.16%,3.92%,27.89%,3.86%,63.17%
10,20,77,447,73,1601,2218,0.90%,3.47%,20.15%,3.29%,72.18%
11,3,9,92,56,901,1061,0.28%,0.85%,8.67%,5.28%,84.92%
