Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
121,940,15,183,1138,0.8260105448,0.0131810193,0.1608084359,Rep,3
122,764,14,233,1011,0.7556874382,0.0138476756,0.2304648863,Rep,3
123,1099,31,548,1678,0.6549463647,0.0184743743,0.3265792610,Rep,3
124,892,22,273,1187,0.7514743050,0.0185341196,0.2299915754,Rep,3
125,1023,28,506,1557,0.6570327553,0.0179833012,0.3249839435,Rep,3
126,606,18,315,939,0.6453674121,0.0191693291,0.3354632588,Rep,3
221,220,6,125,351,0.6267806268,0.0170940171,0.3561253561,Rep,2
222,252,6,96,354,0.7118644068,0.0169491525,0.2711864407,Rep,3
223,261,15,198,474,0.5506329114,0.0316455696,0.4177215190,Rep,2
224,536,12,272,820,0.6536585366,0.0146341463,0.3317073171,Rep,3
225,225,6,150,381,0.5905511811,0.0157480315,0.3937007874,Rep,2
321,1642,18,141,1801,0.9117157135,0.0099944475,0.0782898390,Rep,3
322,119,2,15,136,0.8750000000,0.0147058824,0.1102941176,Rep,3
323,1870,24,232,2126,0.8795860771,0.0112888053,0.1091251176,Rep,3
324,2019,20,415,2454,0.8227383863,0.0081499593,0.1691116544,Rep,3
325,848,17,270,1135,0.7471365639,0.0149779736,0.2378854626,Rep,3
326,1143,16,171,1330,0.8593984962,0.0120300752,0.1285714286,Rep,3
327,406,13,91,510,0.7960784314,0.0254901961,0.1784313725,Rep,3
421,138,6,126,270,0.5111111111,0.0222222222,0.4666666667,Rep,1
422,412,16,451,879,0.4687144482,0.0182025028,0.5130830489,Dem,1
424,159,6,194,359,0.4428969359,0.0167130919,0.5403899721,Dem,1
425,219,9,188,416,0.5264423077,0.0216346154,0.4519230769,Rep,1
426,99,2,56,157,0.6305732484,0.0127388535,0.3566878981,Rep,2
427,74,2,67,143,0.5174825175,0.0139860140,0.4685314685,Rep,1
