precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
121,134,325,714,62,2161,3396,3.95%,9.57%,21.02%,1.83%,63.63%
122,213,776,1276,118,3241,5624,3.79%,13.80%,22.69%,2.10%,57.63%
123,250,447,1212,258,3711,5878,4.25%,7.60%,20.62%,4.39%,63.13%
124,129,164,791,88,2427,3599,3.58%,4.56%,21.98%,2.45%,67.44%
125,131,434,1349,188,3627,5729,2.29%,7.58%,23.55%,3.28%,63.31%
126,659,743,1367,191,2744,5704,11.55%,13.03%,23.97%,3.35%,48.11%
221,230,398,3845,0,888,5326,4.32%,7.47%,72.19%,0.00%,16.67%
222,2771,764,1683,0,656,5840,47.45%,13.08%,28.82%,0.00%,11.23%
223,49,244,3577,41,838,4749,1.03%,5.14%,75.32%,0.86%,17.65%
224,129,434,4349,20,1861,6793,1.90%,6.39%,64.02%,0.29%,27.40%
225,73,192,3409,24,915,4613,1.58%,4.16%,73.90%,0.52%,19.84%
321,19,44,372,174,2903,3512,0.54%,1.25%,10.59%,4.95%,82.66%
322,2,16,41,17,203,279,0.72%,5.73%,14.70%,6.09%,72.76%
323,53,144,1077,264,4595,6133,0.86%,2.35%,17.56%,4.30%,74.92%
324,324,316,819,172,4602,6233,5.20%,5.07%,13.14%,2.76%,73.83%
325,149,310,1102,90,2848,4499,3.31%,6.89%,24.49%,2.00%,63.30%
326,92,166,1456,193,3273,5180,1.78%,3.20%,28.11%,3.73%,63.19%
327,131,2033,2771,95,3217,8247,1.59%,24.65%,33.60%,1.15%,39.01%
421,158,518,3276,0,709,4660,3.39%,11.12%,70.30%,0.00%,15.21%
422,160,2541,3854,87,2289,8931,1.79%,28.45%,43.15%,0.97%,25.63%
424,163,1478,1094,0,629,3350,4.87%,44.12%,32.66%,0.00%,18.78%
425,560,1421,2780,0,813,5564,10.06%,25.54%,49.96%,0.00%,14.61%
426,76,272,1168,2,590,2108,3.61%,12.90%,55.41%,0.09%,27.99%
427,102,258,1811,0,413,2578,3.96%,10.01%,70.25%,0.00%,16.02%
