precinct,party,candidate,votes
106,DEM,Elizabeth Davis Frizell,309
106,REP,Bert Richardson,458
107,DEM,Elizabeth Davis Frizell,82
107,REP,Bert Richardson,208
108,DEM,Elizabeth Davis Frizell,64
108,REP,Bert Richardson,549
112,DEM,Elizabeth Davis Frizell,76
112,REP,Bert Richardson,645
114,DEM,Elizabeth Davis Frizell,251
114,REP,Bert Richardson,141
124,DEM,Elizabeth Davis Frizell,376
124,REP,Bert Richardson,284
137,DEM,Elizabeth Davis Frizell,617
137,REP,Bert Richardson,804
144,DEM,Elizabeth Davis Frizell,388
144,REP,Bert Richardson,509
146,DEM,Elizabeth Davis Frizell,659
146,REP,Bert Richardson,834
213,DEM,Elizabeth Davis Frizell,197
213,REP,Bert Richardson,1994
215,DEM,Elizabeth Davis Frizell,382
215,REP,Bert Richardson,1369
225,DEM,Elizabeth Davis Frizell,3
225,REP,Bert Richardson,65
228,DEM,Elizabeth Davis Frizell,483
228,REP,Bert Richardson,1219
230,DEM,Elizabeth Davis Frizell,1037
230,REP,Bert Richardson,2677
241,DEM,Elizabeth Davis Frizell,803
241,REP,Bert Richardson,2980
304,DEM,Elizabeth Davis Frizell,548
304,REP,Bert Richardson,1480
305,DEM,Elizabeth Davis Frizell,13
305,REP,Bert Richardson,18
306,DEM,Elizabeth Davis Frizell,314
306,REP,Bert Richardson,767
308,DEM,Elizabeth Davis Frizell,68
308,REP,Bert Richardson,124
319,DEM,Elizabeth Davis Frizell,639
319,REP,Bert Richardson,1811
327,DEM,Elizabeth Davis Frizell,572
327,REP,Bert Richardson,977
348,DEM,Elizabeth Davis Frizell,100
348,REP,Bert Richardson,391
351,DEM,Elizabeth Davis Frizell,56
351,REP,Bert Richardson,233
358,DEM,Elizabeth Davis Frizell,481
358,REP,Bert Richardson,2892
401,DEM,Elizabeth Davis Frizell,28
401,REP,Bert Richardson,75
402,DEM,Elizabeth Davis Frizell,647
402,REP,Bert Richardson,1213
420,DEM,Elizabeth Davis Frizell,108
420,REP,Bert Richardson,340
421,DEM,Elizabeth Davis Frizell,606
421,REP,Bert Richardson,1887
422,DEM,Elizabeth Davis Frizell,116
422,REP,Bert Richardson,925
423,DEM,Elizabeth Davis Frizell,83
423,REP,Bert Richardson,724
424,DEM,Elizabeth Davis Frizell,429
424,REP,Bert Richardson,1078
434,DEM,Elizabeth Davis Frizell,272
434,REP,Bert Richardson,419
435,DEM,Elizabeth Davis Frizell,213
435,REP,Bert Richardson,440
436,DEM,Elizabeth Davis Frizell,781
436,REP,Bert Richardson,1768
