precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,6,18,76,75,1180,1355,0.44%,1.33%,5.61%,5.54%,87.08%
6,8,7,55,42,513,625,1.28%,1.12%,8.80%,6.72%,82.08%
8,17,13,73,43,934,1080,1.57%,1.20%,6.76%,3.98%,86.48%
9,9,7,39,19,601,675,1.33%,1.04%,5.78%,2.81%,89.04%
10,2,3,31,2,316,354,0.56%,0.85%,8.76%,0.56%,89.27%
11,8,5,111,40,1042,1206,0.66%,0.41%,9.20%,3.32%,86.40%
12,5,4,48,29,365,451,1.11%,0.89%,10.64%,6.43%,80.93%
13,2,2,2,19,149,174,1.15%,1.15%,1.15%,10.92%,85.63%
14,2,1,12,7,205,227,0.88%,0.44%,5.29%,3.08%,90.31%
15,8,12,45,33,622,720,1.11%,1.67%,6.25%,4.58%,86.39%
17,10,5,45,34,1047,1141,0.88%,0.44%,3.94%,2.98%,91.76%
20,1,7,19,10,552,589,0.17%,1.19%,3.23%,1.70%,93.72%
24,2,10,11,12,424,459,0.44%,2.18%,2.40%,2.61%,92.37%
26,2,1,11,4,220,238,0.84%,0.42%,4.62%,1.68%,92.44%
27,3,19,46,57,523,648,0.46%,2.93%,7.10%,8.80%,80.71%
32,2,7,17,2,248,276,0.72%,2.54%,6.16%,0.72%,89.86%
