precinct,registered,ballots_cast,blank
travis:149,2330,1651,
travis:200,6892,4739,
travis:202,4149,2846,
travis:206,2236,1356,
travis:208,5943,2990,
travis:209,1511,819,
travis:214,2822,2372,
travis:217,2704,1760,
travis:222,3405,2195,
travis:223,874,479,
travis:224,287,136,
travis:228,2350,1730,
travis:235,3854,2803,
travis:236,3548,2824,
travis:239,2638,2223,
travis:240,1182,974,
travis:241,2345,1866,
travis:242,7094,5557,
travis:243,2103,1670,
travis:248,2980,2153,
travis:250,6510,4956,
travis:252,3077,2313,
travis:260,2212,1220,
travis:273,3431,2788,
travis:274,3720,2297,
travis:275,4358,2945,
travis:277,9760,5660,
travis:301,1713,1318,
travis:311,7304,4220,
travis:313,542,322,
travis:325,215,101,
travis:329,7295,4434,
travis:332,3225,2556,
travis:340,4660,3309,
travis:342,5541,4209,
travis:344,2073,1550,
travis:352,4131,3028,
travis:409,2513,1786,
travis:412,179,113,
travis:424,3323,2217,
travis:425,785,565,
travis:430,1827,1158,
travis:446,1228,864,
travis:447,4881,3212,
travis:454,2515,1757,
travis:460,3976,2844,
travis:461,6260,4518,
