precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,34,413,1201,33,2379,4060,0.84%,10.17%,29.58%,0.81%,58.60%
105,5,43,499,38,1291,1876,0.27%,2.29%,26.60%,2.03%,68.82%
203,3,28,91,20,433,575,0.52%,4.87%,15.83%,3.48%,75.30%
207,13,158,401,0,588,1159,1.12%,13.63%,34.60%,0.00%,50.73%
210,6,83,115,2,558,764,0.79%,10.86%,15.05%,0.26%,73.04%
212,22,783,1166,20,1626,3617,0.61%,21.65%,32.24%,0.55%,44.95%
316,19,113,119,28,741,1020,1.86%,11.08%,11.67%,2.75%,72.65%
317,11,75,175,40,1241,1542,0.71%,4.86%,11.35%,2.59%,80.48%
318,33,325,1015,47,2408,3828,0.86%,8.49%,26.52%,1.23%,62.90%
419,27,406,934,78,1842,3287,0.82%,12.35%,28.41%,2.37%,56.04%
420,20,93,548,105,2260,3026,0.66%,3.07%,18.11%,3.47%,74.69%
