precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,27,735,257,166,3208,4393,0.61%,16.73%,5.85%,3.78%,73.03%
2,4,77,25,26,395,527,0.76%,14.61%,4.74%,4.93%,74.95%
4,3,144,30,7,438,622,0.48%,23.15%,4.82%,1.13%,70.42%
5,6,109,57,31,816,1019,0.59%,10.70%,5.59%,3.04%,80.08%
6,4,52,47,33,611,747,0.54%,6.96%,6.29%,4.42%,81.79%
7,13,519,234,100,2484,3350,0.39%,15.49%,6.99%,2.99%,74.15%
9,13,271,45,61,1001,1391,0.93%,19.48%,3.24%,4.39%,71.96%
11,9,268,25,31,697,1030,0.87%,26.02%,2.43%,3.01%,67.67%
12,10,275,34,51,940,1310,0.76%,20.99%,2.60%,3.89%,71.76%
14,25,377,105,107,2400,3014,0.83%,12.51%,3.48%,3.55%,79.63%
15,5,64,14,16,569,668,0.75%,9.58%,2.10%,2.40%,85.18%
16,3,49,41,29,624,746,0.40%,6.57%,5.50%,3.89%,83.65%
17,38,819,215,124,3726,4922,0.77%,16.64%,4.37%,2.52%,75.70%
18,4,37,19,18,681,759,0.53%,4.87%,2.50%,2.37%,89.72%
19,9,34,30,44,589,706,1.27%,4.82%,4.25%,6.23%,83.43%
21,5,17,24,21,392,459,1.09%,3.70%,5.23%,4.58%,85.40%
13T,21,1046,124,66,1248,2505,0.84%,41.76%,4.95%,2.63%,49.82%
20E,0,48,10,19,209,286,0.00%,16.78%,3.50%,6.64%,73.08%
