precinct,party,candidate,votes
1,DEM,Brandon Birmingham,411
1,REP,David Newell,239
10,DEM,Brandon Birmingham,45
10,REP,David Newell,176
11,DEM,Brandon Birmingham,161
11,REP,David Newell,148
12,DEM,Brandon Birmingham,27
12,REP,David Newell,16
2,DEM,Brandon Birmingham,448
2,REP,David Newell,240
3,DEM,Brandon Birmingham,243
3,REP,David Newell,201
4,DEM,Brandon Birmingham,472
4,REP,David Newell,268
5,DEM,Brandon Birmingham,230
5,REP,David Newell,112
6,DEM,Brandon Birmingham,119
6,REP,David Newell,101
7,DEM,Brandon Birmingham,313
7,REP,David Newell,195
8,DEM,Brandon Birmingham,232
8,REP,David Newell,126
9,DEM,Brandon Birmingham,251
9,REP,David Newell,153
