precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,10,16,97,12,380,515,1.94%,3.11%,18.83%,2.33%,73.79%
2,11,114,478,18,948,1569,0.70%,7.27%,30.47%,1.15%,60.42%
3,12,63,258,0,552,882,1.36%,7.14%,29.25%,0.00%,62.59%
4,3,22,105,5,279,414,0.72%,5.31%,25.36%,1.21%,67.39%
5,1,19,147,29,388,584,0.17%,3.25%,25.17%,4.97%,66.44%
6,2,16,122,17,343,500,0.40%,3.20%,24.40%,3.40%,68.60%
7,0,4,49,4,108,165,0.00%,2.42%,29.70%,2.42%,65.45%
8,0,0,49,6,157,212,0.00%,0.00%,23.11%,2.83%,74.06%
9,3,11,29,0,310,353,0.85%,3.12%,8.22%,0.00%,87.82%
10,1,3,43,12,163,222,0.45%,1.35%,19.37%,5.41%,73.42%
