precinct,registered,ballots_cast,blank
1,1646,391,3
2,747,332,2
3,577,322,1
4,1370,395,6
5,1765,925,9
6,360,143,2
7,2205,913,8
8,590,362,7
9,1023,433,2
10,1579,796,4
11,1017,656,3
