precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,13,214,156,0,1283,1657,0.78%,12.91%,9.41%,0.00%,77.43%
2,6,263,246,16,1539,2070,0.29%,12.71%,11.88%,0.77%,74.35%
7,1,8,21,5,321,356,0.28%,2.25%,5.90%,1.40%,90.17%
8,1,29,56,16,811,913,0.11%,3.18%,6.13%,1.75%,88.83%
9,9,152,201,22,1481,1865,0.48%,8.15%,10.78%,1.18%,79.41%
11,0,11,44,6,424,485,0.00%,2.27%,9.07%,1.24%,87.42%
12,3,9,29,5,396,442,0.68%,2.04%,6.56%,1.13%,89.59%
15,0,3,22,3,218,246,0.00%,1.22%,8.94%,1.22%,88.62%
16,3,20,73,16,548,660,0.45%,3.03%,11.06%,2.42%,83.03%
17,0,10,29,7,335,381,0.00%,2.62%,7.61%,1.84%,87.93%
19,4,26,77,17,507,631,0.63%,4.12%,12.20%,2.69%,80.35%
20,1,5,12,6,105,129,0.78%,3.88%,9.30%,4.65%,81.40%
23,7,40,425,24,1386,1882,0.37%,2.13%,22.58%,1.28%,73.65%
26,8,176,730,0,272,1169,0.68%,15.06%,62.45%,0.00%,23.27%
27,1,16,47,8,205,277,0.36%,5.78%,16.97%,2.89%,74.01%
29,11,80,188,51,1419,1749,0.63%,4.57%,10.75%,2.92%,81.13%
30,19,286,1276,28,1645,3254,0.58%,8.79%,39.21%,0.86%,50.55%
31,24,135,235,15,1216,1625,1.48%,8.31%,14.46%,0.92%,74.83%
32,3,14,69,7,453,546,0.55%,2.56%,12.64%,1.28%,82.97%
