precinct,registered,ballots_cast,blank
122,572,,
124,2265,,
125,939,,
128,759,,
129,2774,,
130,4898,,
132,5072,,
133,5355,,
134,2553,,
135,1496,,
136,350,,
154,1748,,
164,1216,,
169,1288,,
215,1706,,
218,2293,,
219,1547,,
220,1356,,
221,1019,,
226,1209,,
227,5120,,
231,4208,,
237,606,,
239,5327,,
252,3450,,
255,2289,,
266,1970,,
267,2236,,
268,342,,
308,887,,
309,3077,,
310,416,,
311,1720,,
312,1386,,
338,261,,
340,2252,,
341,1518,,
342,2387,,
343,2592,,
344,5510,,
345,2289,,
349,3127,,
350,54,,
351,586,,
356,5019,,
359,3867,,
360,614,,
361,1623,,
362,516,,
363,1063,,
401,1715,,
402,1875,,
403,1365,,
404,1953,,
405,2205,,
406,1136,,
407,759,,
413,2312,,
414,1200,,
416,1183,,
417,668,,
423,1133,,
446,3916,,
447,3479,,
448,498,,
453,558,,
457,80,,
458,3870,,
465,1040,,
