precinct,registered,ballots_cast,blank
1,873,,
2,2166,,
3,1226,,
4,4489,,
5,1975,,
6,2313,,
7,3271,,
8,1761,,
9,3006,,
10,2481,,
11,1917,,
12,250,,
13,3912,,
14,1173,,
15,707,,
16,2508,,
17,1350,,
18,368,,
19,162,,
20,833,,
21,443,,
22,845,,
23,2000,,
24,113,,
25,2473,,
26,1034,,
27,1051,,
28,2830,,
29,1039,,
30,4002,,
31,1827,,
32,2163,,
33,1313,,
34,875,,
35,3203,,
36,3418,,
37,981,,
38,3337,,
39,2132,,
40,2793,,
41,3690,,
42,3272,,
43,4813,,
44,1201,,
45,1378,,
46,338,,
47,1884,,
48,3463,,
49,2732,,
50,2346,,
51,1985,,
52,4077,,
53,5979,,
54,1595,,
55,2677,,
56,2734,,
57,976,,
58,3412,,
59,2296,,
60,3180,,
61,2489,,
62,3136,,
63,721,,
64,2429,,
65,997,,
66,1305,,
67,1913,,
68,3416,,
69,3920,,
70,1936,,
71,205,,
72,1250,,
73,2697,,
74,929,,
75,80,,
76,26,,
77,1740,,
78,2060,,
79,1421,,
80,940,,
81,4828,,
82,10,,
83,3468,,
84,1081,,
85,3499,,
86,599,,
87,4171,,
88,4720,,
89,7,,
90,4457,,
91,991,,
92,330,,
93,194,,
94,2745,,
95,4233,,
96,2697,,
97,2438,,
98,3899,,
99,5874,,
100,2682,,
101,1049,,
102,1062,,
103,2915,,
104,2915,,
105,3211,,
106,4781,,
107,2395,,
108,2330,,
109,3319,,
110,1224,,
111,2360,,
112,1798,,
113,4011,,
114,3517,,
115,3378,,
116,2018,,
117,4547,,
118,1917,,
119,1163,,
120,2378,,
121,127,,
122,2515,,
123,909,,
124,1353,,
125,1034,,
126,1571,,
127,1078,,
128,2316,,
129,163,,
130,1258,,
131,21,,
132,1086,,
133,111,,
134,2177,,
135,1780,,
136,1652,,
137,44,,
138,536,,
139,502,,
140,9,,
141,88,,
142,58,,
143,12,,
144,49,,
145,1008,,
146,2192,,
147,169,,
148,110,,
149,101,,
150,1265,,
151,509,,
152,1916,,
153,302,,
154,2592,,
155,569,,
156,2268,,
157,1168,,
158,3787,,
159,597,,
160,367,,
161,2068,,
162,150,,
163,162,,
164,2070,,
165,724,,
166,651,,
167,568,,
168,320,,
169,420,,
170,825,,
171,19,,
172,49,,
173,1557,,
174,973,,
175,1176,,
176,1359,,
177,731,,
178,25,,
179,468,,
180,210,,
181,847,,
182,1064,,
183,652,,
184,35,,
185,0,,
186,255,,
187,2563,,
188,2293,,
189,1737,,
190,475,,
191,474,,
192,515,,
193,466,,
194,2050,,
195,974,,
196,855,,
197,1135,,
198,623,,
199,2549,,
200,2216,,
201,1136,,
202,872,,
203,4146,,
204,759,,
205,294,,
206,1312,,
207,2400,,
209,1098,,
210,448,,
211,1577,,
212,540,,
213,204,,
215,1283,,
216,1698,,
217,216,,
218,924,,
219,1308,,
220,608,,
221,1323,,
222,12,,
223,480,,
224,216,,
225,326,,
226,28,,
227,3943,,
228,4759,,
229,1318,,
230,914,,
231,347,,
232,1369,,
233,5,,
234,2245,,
235,262,,
236,678,,
237,876,,
238,115,,
239,2369,,
240,909,,
241,644,,
242,36,,
243,75,,
244,741,,
245,382,,
246,3,,
247,163,,
248,47,,
249,401,,
250,176,,
251,9,,
252,12,,
253,415,,
254,305,,
255,249,,
256,528,,
257,492,,
