precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,24,26,382,69,1687,2188,1.10%,1.19%,17.46%,3.15%,77.10%
102,21,41,589,105,2417,3173,0.66%,1.29%,18.56%,3.31%,76.17%
203,52,50,571,100,2304,3077,1.69%,1.62%,18.56%,3.25%,74.88%
204,28,27,505,84,1672,2316,1.21%,1.17%,21.80%,3.63%,72.19%
305,37,52,712,130,2543,3474,1.07%,1.50%,20.50%,3.74%,73.20%
306,8,23,214,45,1332,1622,0.49%,1.42%,13.19%,2.77%,82.12%
407,28,29,603,122,2140,2922,0.96%,0.99%,20.64%,4.18%,73.24%
408,3,6,29,6,217,261,1.15%,2.30%,11.11%,2.30%,83.14%
409,16,14,344,90,808,1272,1.26%,1.10%,27.04%,7.08%,63.52%
410,2,2,61,6,475,546,0.37%,0.37%,11.17%,1.10%,87.00%
