precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,388,2302,1826,225,4678,9419,4.12%,24.44%,19.39%,2.39%,49.67%
102,18,42,213,91,1689,2053,0.88%,2.05%,10.38%,4.43%,82.27%
103,8,12,104,16,405,545,1.47%,2.20%,19.08%,2.94%,74.31%
104,354,1415,1366,191,3878,7204,4.91%,19.64%,18.96%,2.65%,53.83%
205,50,128,647,122,2853,3800,1.32%,3.37%,17.03%,3.21%,75.08%
206,435,1690,1789,91,2926,6931,6.28%,24.38%,25.81%,1.31%,42.22%
207,439,1745,1485,217,4034,7920,5.54%,22.03%,18.75%,2.74%,50.93%
308,90,239,802,198,5084,6413,1.40%,3.73%,12.51%,3.09%,79.28%
309,5,19,97,41,874,1036,0.48%,1.83%,9.36%,3.96%,84.36%
310,5,27,206,31,918,1187,0.42%,2.27%,17.35%,2.61%,77.34%
311,564,1962,2212,174,4986,9898,5.70%,19.82%,22.35%,1.76%,50.37%
412,344,1175,1168,169,3176,6032,5.70%,19.48%,19.36%,2.80%,52.65%
413,105,2521,2777,119,6361,11883,0.88%,21.22%,23.37%,1.00%,53.53%
414,2,7,33,22,475,539,0.37%,1.30%,6.12%,4.08%,88.13%
415,4,2,24,16,253,299,1.34%,0.67%,8.03%,5.35%,84.62%
416,427,2004,1733,147,3623,7934,5.38%,25.26%,21.84%,1.85%,45.66%
