Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,574,7,249,830,0.6915662651,0.0084337349,0.3000000000,Rep,3
2,115,0,14,129,0.8914728682,0.0000000000,0.1085271318,Rep,3
3,108,1,3,112,0.9642857143,0.0089285714,0.0267857143,Rep,3
4,473,7,208,688,0.6875000000,0.0101744186,0.3023255814,Rep,3
5,318,3,135,456,0.6973684211,0.0065789474,0.2960526316,Rep,3
6,202,1,9,212,0.9528301887,0.0047169811,0.0424528302,Rep,3
7,443,3,53,499,0.8877755511,0.0060120240,0.1062124248,Rep,3
8,110,1,26,137,0.8029197080,0.0072992701,0.1897810219,Rep,3
9,153,1,20,174,0.8793103448,0.0057471264,0.1149425287,Rep,3
10,221,1,20,242,0.9132231405,0.0041322314,0.0826446281,Rep,3
11,309,4,102,415,0.7445783133,0.0096385542,0.2457831325,Rep,3
12,356,2,99,457,0.7789934354,0.0043763676,0.2166301969,Rep,3
13,26,0,2,28,0.9285714286,0.0000000000,0.0714285714,Rep,3
14,279,4,243,526,0.5304182510,0.0076045627,0.4619771863,Rep,1
15,45,1,26,72,0.6250000000,0.0138888889,0.3611111111,Rep,2
