precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,21,98,1531,0,736,2373,0.88%,4.13%,64.52%,0.00%,31.02%
2,1,3,29,0,159,191,0.52%,1.57%,15.18%,0.00%,83.25%
3,2,4,29,0,119,154,1.30%,2.60%,18.83%,0.00%,77.27%
4,51,767,2077,0,1111,4005,1.27%,19.15%,51.86%,0.00%,27.74%
5,5,21,817,13,380,1236,0.40%,1.70%,66.10%,1.05%,30.74%
6,0,2,16,4,221,243,0.00%,0.82%,6.58%,1.65%,90.95%
7,0,8,173,21,585,787,0.00%,1.02%,21.98%,2.67%,74.33%
8,0,2,69,4,149,224,0.00%,0.89%,30.80%,1.79%,66.52%
9,5,4,105,1,178,293,1.71%,1.37%,35.84%,0.34%,60.75%
10,2,5,76,9,320,412,0.49%,1.21%,18.45%,2.18%,77.67%
11,24,25,446,0,386,878,2.73%,2.85%,50.80%,0.00%,43.96%
12,61,278,1009,62,633,2043,2.99%,13.61%,49.39%,3.03%,30.98%
13,3,1,28,5,27,64,4.69%,1.56%,43.75%,7.81%,42.19%
14,17,42,1171,22,318,1570,1.08%,2.68%,74.59%,1.40%,20.25%
15,4,5,158,4,66,237,1.69%,2.11%,66.67%,1.69%,27.85%
