Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1000,1827,57,399,2283,0.8002628121,0.0249671485,0.1747700394,Rep,3
1001,1007,30,246,1283,0.7848791894,0.0233826968,0.1917381138,Rep,3
1002,989,25,241,1255,0.7880478088,0.0199203187,0.1920318725,Rep,3
1003,1963,57,517,2537,0.7737485219,0.0224674813,0.2037839968,Rep,3
1004,1675,114,1484,3273,0.5117629086,0.0348304308,0.4534066606,Rep,1
1005,1524,38,361,1923,0.7925117005,0.0197607904,0.1877275091,Rep,3
1006,2412,142,1796,4350,0.5544827586,0.0326436782,0.4128735632,Rep,2
1007,2029,120,1495,3644,0.5568057080,0.0329308452,0.4102634468,Rep,2
1008,765,31,232,1028,0.7441634241,0.0301556420,0.2256809339,Rep,3
1009,1047,84,1134,2265,0.4622516556,0.0370860927,0.5006622517,Dem,1
1010,1188,80,960,2228,0.5332136445,0.0359066427,0.4308797127,Rep,2
1011,851,103,1250,2204,0.3861161525,0.0467332123,0.5671506352,Dem,2
1012,987,64,1130,2181,0.4525447043,0.0293443375,0.5181109583,Dem,1
1013,1096,87,910,2093,0.5236502628,0.0415671285,0.4347826087,Rep,1
1014,53,15,144,212,0.2500000000,0.0707547170,0.6792452830,Dem,3
1015,1151,59,904,2114,0.5444654683,0.0279091769,0.4276253548,Rep,2
1016,1551,70,1060,2681,0.5785154793,0.0261096606,0.3953748601,Rep,2
1017,613,27,409,1049,0.5843660629,0.0257387989,0.3898951382,Rep,2
1018,2091,123,1651,3865,0.5410090556,0.0318240621,0.4271668823,Rep,2
1019,1045,70,957,2072,0.5043436293,0.0337837838,0.4618725869,Rep,1
1020,2216,89,1133,3438,0.6445607912,0.0258871437,0.3295520652,Rep,3
1021,1713,62,886,2661,0.6437429538,0.0232995115,0.3329575348,Rep,3
1022,1672,90,1020,2782,0.6010064702,0.0323508267,0.3666427031,Rep,2
1023,1907,99,1039,3045,0.6262725780,0.0325123153,0.3412151067,Rep,2
1024,1279,33,443,1755,0.7287749288,0.0188034188,0.2524216524,Rep,3
1025,2504,117,1500,4121,0.6076195098,0.0283911672,0.3639893230,Rep,2
1026,1171,81,1446,2698,0.4340252039,0.0300222387,0.5359525574,Dem,2
1027,664,38,781,1483,0.4477410654,0.0256237357,0.5266351989,Dem,1
1028,938,61,1140,2139,0.4385226741,0.0285179991,0.5329593268,Dem,1
1029,1497,61,1266,2824,0.5300991501,0.0216005666,0.4483002833,Rep,1
1030,2192,63,1398,3653,0.6000547495,0.0172460991,0.3826991514,Rep,2
