precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,24,535,430,0,431,1415,1.70%,37.81%,30.39%,0.00%,30.46%
102,8,401,291,15,708,1423,0.56%,28.18%,20.45%,1.05%,49.75%
103,5,54,119,33,714,925,0.54%,5.84%,12.86%,3.57%,77.19%
201,4,78,135,11,796,1024,0.39%,7.62%,13.18%,1.07%,77.73%
202,6,1166,640,0,411,2209,0.27%,52.78%,28.97%,0.00%,18.61%
203,17,1000,606,0,867,2469,0.69%,40.50%,24.54%,0.00%,35.12%
301,8,177,191,17,775,1168,0.68%,15.15%,16.35%,1.46%,66.35%
302,22,302,523,43,1185,2075,1.06%,14.55%,25.20%,2.07%,57.11%
303,0,11,43,3,476,533,0.00%,2.06%,8.07%,0.56%,89.31%
401,5,25,101,22,740,893,0.56%,2.80%,11.31%,2.46%,82.87%
402,6,130,556,39,920,1651,0.36%,7.87%,33.68%,2.36%,55.72%
403,1,144,330,24,684,1183,0.08%,12.17%,27.90%,2.03%,57.82%
