Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,210,3,36,249,0.8433734940,0.0120481928,0.1445783133,Rep,3
2,436,13,219,668,0.6526946108,0.0194610778,0.3278443114,Rep,3
3,326,4,51,381,0.8556430446,0.0104986877,0.1338582677,Rep,3
4,151,2,27,180,0.8388888889,0.0111111111,0.1500000000,Rep,3
6,1046,11,123,1180,0.8864406780,0.0093220339,0.1042372881,Rep,3
7,643,10,97,750,0.8573333333,0.0133333333,0.1293333333,Rep,3
8,506,7,61,574,0.8815331010,0.0121951220,0.1062717770,Rep,3
10,1083,13,185,1281,0.8454332553,0.0101483216,0.1444184231,Rep,3
11,1003,12,221,1236,0.8114886731,0.0097087379,0.1788025890,Rep,3
12,556,10,93,659,0.8437025797,0.0151745068,0.1411229135,Rep,3
17,274,1,13,288,0.9513888889,0.0034722222,0.0451388889,Rep,3
18,927,12,78,1017,0.9115044248,0.0117994100,0.0766961652,Rep,3
1C,1148,29,438,1615,0.7108359133,0.0179566563,0.2712074303,Rep,3
21,684,8,68,760,0.9000000000,0.0105263158,0.0894736842,Rep,3
22,1112,18,218,1348,0.8249258160,0.0133531157,0.1617210682,Rep,3
33,226,3,28,257,0.8793774319,0.0116731518,0.1089494163,Rep,3
4C,677,15,240,932,0.7263948498,0.0160944206,0.2575107296,Rep,3
