precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,5,4,39,10,345,403,1.24%,0.99%,9.68%,2.48%,85.61%
2,46,515,2545,156,2307,5569,0.83%,9.25%,45.70%,2.80%,41.43%
3,12,4,79,22,736,853,1.41%,0.47%,9.26%,2.58%,86.28%
4,2,6,49,20,399,476,0.42%,1.26%,10.29%,4.20%,83.82%
6,8,30,224,162,2567,2991,0.27%,1.00%,7.49%,5.42%,85.82%
7,15,86,283,113,1950,2447,0.61%,3.51%,11.57%,4.62%,79.69%
8,4,26,158,95,1173,1456,0.27%,1.79%,10.85%,6.52%,80.56%
10,18,18,177,111,2137,2461,0.73%,0.73%,7.19%,4.51%,86.83%
11,32,77,1144,189,2746,4188,0.76%,1.84%,27.32%,4.51%,65.57%
12,8,9,119,76,1236,1448,0.55%,0.62%,8.22%,5.25%,85.36%
17,1,3,14,22,508,548,0.18%,0.55%,2.55%,4.01%,92.70%
18,11,12,137,110,2099,2369,0.46%,0.51%,5.78%,4.64%,88.60%
1C,145,518,2161,194,4283,7301,1.99%,7.09%,29.60%,2.66%,58.66%
21,16,12,63,51,1628,1770,0.90%,0.68%,3.56%,2.88%,91.98%
22,16,18,61,104,2055,2254,0.71%,0.80%,2.71%,4.61%,91.17%
33,7,4,46,25,548,630,1.11%,0.63%,7.30%,3.97%,86.98%
4C,100,345,1220,152,2687,4504,2.22%,7.66%,27.09%,3.37%,59.66%
