Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
100,121,8,193,322,0.3757763975,0.0248447205,0.5993788820,Dem,2
101,162,11,201,374,0.4331550802,0.0294117647,0.5374331551,Dem,2
102,275,10,120,405,0.6790123457,0.0246913580,0.2962962963,Rep,3
103,689,39,738,1466,0.4699863574,0.0266030014,0.5034106412,Dem,1
104,245,9,96,350,0.7000000000,0.0257142857,0.2742857143,Rep,3
108,162,13,180,355,0.4563380282,0.0366197183,0.5070422535,Dem,1
111,271,21,280,572,0.4737762238,0.0367132867,0.4895104895,Dem,1
201,276,10,166,452,0.6106194690,0.0221238938,0.3672566372,Rep,2
202,407,16,151,574,0.7090592334,0.0278745645,0.2630662021,Rep,3
203,514,18,129,661,0.7776096823,0.0272314675,0.1951588502,Rep,3
204,581,19,178,778,0.7467866324,0.0244215938,0.2287917738,Rep,3
205,184,3,32,219,0.8401826484,0.0136986301,0.1461187215,Rep,3
206,307,10,143,460,0.6673913043,0.0217391304,0.3108695652,Rep,3
300,79,7,81,167,0.4730538922,0.0419161677,0.4850299401,Dem,1
301,298,23,308,629,0.4737678855,0.0365659777,0.4896661367,Dem,1
302,244,13,203,460,0.5304347826,0.0282608696,0.4413043478,Rep,1
303,223,7,131,361,0.6177285319,0.0193905817,0.3628808864,Rep,2
305,177,7,103,287,0.6167247387,0.0243902439,0.3588850174,Rep,2
306,145,11,149,305,0.4754098361,0.0360655738,0.4885245902,Dem,1
400,183,12,175,370,0.4945945946,0.0324324324,0.4729729730,Rep,1
401,94,13,238,345,0.2724637681,0.0376811594,0.6898550725,Dem,3
402,165,18,298,481,0.3430353430,0.0374220374,0.6195426195,Dem,2
404,223,15,237,475,0.4694736842,0.0315789474,0.4989473684,Dem,1
405,218,9,111,338,0.6449704142,0.0266272189,0.3284023669,Rep,3
