Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,288,7,31,326,0.8834355828,0.0214723926,0.0950920245,Rep,3
2,121,6,68,195,0.6205128205,0.0307692308,0.3487179487,Rep,2
3,252,2,32,286,0.8811188811,0.0069930070,0.1118881119,Rep,3
4,44,0,1,45,0.9777777778,0.0000000000,0.0222222222,Rep,3
5,157,4,14,175,0.8971428571,0.0228571429,0.0800000000,Rep,3
6,107,2,20,129,0.8294573643,0.0155038760,0.1550387597,Rep,3
8,751,12,113,876,0.8573059361,0.0136986301,0.1289954338,Rep,3
9,300,6,88,394,0.7614213198,0.0152284264,0.2233502538,Rep,3
10,156,5,20,181,0.8618784530,0.0276243094,0.1104972376,Rep,3
11,320,3,28,351,0.9116809117,0.0085470085,0.0797720798,Rep,3
12,81,1,3,85,0.9529411765,0.0117647059,0.0352941176,Rep,3
