precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,1,12,1174,8,522,1717,0.06%,0.70%,68.38%,0.47%,30.40%
2,8,156,1059,0,279,1493,0.54%,10.45%,70.93%,0.00%,18.69%
3,4,29,765,0,421,1212,0.33%,2.39%,63.12%,0.00%,34.74%
4,1,4,106,2,68,181,0.55%,2.21%,58.56%,1.10%,37.57%
5,2,9,531,3,265,810,0.25%,1.11%,65.56%,0.37%,32.72%
6,2,32,481,2,226,743,0.27%,4.31%,64.74%,0.27%,30.42%
8,10,149,1557,16,1525,3257,0.31%,4.57%,47.80%,0.49%,46.82%
9,5,71,700,0,594,1364,0.37%,5.21%,51.32%,0.00%,43.55%
10,1,44,504,10,282,841,0.12%,5.23%,59.93%,1.19%,33.53%
11,4,33,476,10,550,1073,0.37%,3.08%,44.36%,0.93%,51.26%
12,3,5,96,1,249,354,0.85%,1.41%,27.12%,0.28%,70.34%
