Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
11,706,20,514,1240,0.5693548387,0.0161290323,0.4145161290,Rep,2
12,567,11,318,896,0.6328125000,0.0122767857,0.3549107143,Rep,2
13,362,6,451,819,0.4420024420,0.0073260073,0.5506715507,Dem,2
14,117,2,149,268,0.4365671642,0.0074626866,0.5559701493,Dem,2
21,48,2,130,180,0.2666666667,0.0111111111,0.7222222222,Dem,3
22,255,6,254,515,0.4951456311,0.0116504854,0.4932038835,Rep,1
23,265,8,394,667,0.3973013493,0.0119940030,0.5907046477,Dem,2
24,323,9,382,714,0.4523809524,0.0126050420,0.5350140056,Dem,1
31,515,10,360,885,0.5819209040,0.0112994350,0.4067796610,Rep,2
32,335,7,338,680,0.4926470588,0.0102941176,0.4970588235,Dem,1
33,305,4,151,460,0.6630434783,0.0086956522,0.3282608696,Rep,3
34,256,3,126,385,0.6649350649,0.0077922078,0.3272727273,Rep,3
35,403,5,260,668,0.6032934132,0.0074850299,0.3892215569,Rep,2
41,84,2,178,264,0.3181818182,0.0075757576,0.6742424242,Dem,3
42,128,5,285,418,0.3062200957,0.0119617225,0.6818181818,Dem,3
43,372,13,463,848,0.4386792453,0.0153301887,0.5459905660,Dem,2
44,107,4,178,289,0.3702422145,0.0138408304,0.6159169550,Dem,2
45,122,5,312,439,0.2779043280,0.0113895216,0.7107061503,Dem,3
