precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
12,20,224,367,42,1623,2276,0.88%,9.84%,16.12%,1.85%,71.31%
13,10,72,317,46,1412,1857,0.54%,3.88%,17.07%,2.48%,76.04%
14,18,67,402,30,1578,2095,0.86%,3.20%,19.19%,1.43%,75.32%
15,96,1092,2171,100,2878,6337,1.51%,17.23%,34.26%,1.58%,45.42%
22,5,207,111,38,595,956,0.52%,21.65%,11.61%,3.97%,62.24%
23,3,40,94,30,1173,1340,0.22%,2.99%,7.01%,2.24%,87.54%
24,39,768,373,59,2049,3288,1.19%,23.36%,11.34%,1.79%,62.32%
25,16,199,122,40,1450,1827,0.88%,10.89%,6.68%,2.19%,79.37%
26,14,419,300,23,875,1631,0.86%,25.69%,18.39%,1.41%,53.65%
27,7,286,267,19,894,1473,0.48%,19.42%,18.13%,1.29%,60.69%
28,16,562,367,35,1230,2210,0.72%,25.43%,16.61%,1.58%,55.66%
32,9,101,170,37,1119,1436,0.63%,7.03%,11.84%,2.58%,77.92%
33,30,267,216,143,2316,2972,1.01%,8.98%,7.27%,4.81%,77.93%
34,32,43,138,55,1932,2200,1.45%,1.95%,6.27%,2.50%,87.82%
35,10,265,336,36,970,1617,0.62%,16.39%,20.78%,2.23%,59.99%
36,6,140,512,48,1685,2391,0.25%,5.86%,21.41%,2.01%,70.47%
37,6,134,289,34,428,891,0.67%,15.04%,32.44%,3.82%,48.04%
38,10,320,1143,40,342,1855,0.54%,17.25%,61.62%,2.16%,18.44%
42,17,1049,1023,3,399,2491,0.68%,42.11%,41.07%,0.12%,16.02%
43,15,501,1255,41,1026,2838,0.53%,17.65%,44.22%,1.44%,36.15%
44,23,67,547,61,1520,2218,1.04%,3.02%,24.66%,2.75%,68.53%
45,3,109,883,14,668,1677,0.18%,6.50%,52.65%,0.83%,39.83%
46,3,81,164,23,820,1091,0.27%,7.42%,15.03%,2.11%,75.16%
47,6,48,119,4,385,562,1.07%,8.54%,21.17%,0.71%,68.51%
48,4,8,111,32,728,883,0.45%,0.91%,12.57%,3.62%,82.45%
