Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
12,740,21,166,927,0.7982740022,0.0226537217,0.1790722762,Rep,3
13,745,15,72,832,0.8954326923,0.0180288462,0.0865384615,Rep,3
14,895,20,101,1016,0.8809055118,0.0196850394,0.0994094488,Rep,3
15,1354,45,539,1938,0.6986584107,0.0232198142,0.2781217750,Rep,3
22,334,8,97,439,0.7608200456,0.0182232346,0.2209567198,Rep,3
23,637,14,77,728,0.8750000000,0.0192307692,0.1057692308,Rep,3
24,842,25,280,1147,0.7340889276,0.0217959895,0.2441150828,Rep,3
25,592,10,112,714,0.8291316527,0.0140056022,0.1568627451,Rep,3
26,478,8,213,699,0.6838340486,0.0114449213,0.3047210300,Rep,3
27,572,12,173,757,0.7556142668,0.0158520476,0.2285336856,Rep,3
28,405,7,33,445,0.9101123596,0.0157303371,0.0741573034,Rep,3
32,612,6,100,718,0.8523676880,0.0083565460,0.1392757660,Rep,3
33,1009,20,240,1269,0.7951142632,0.0157604413,0.1891252955,Rep,3
34,954,14,121,1089,0.8760330579,0.0128558310,0.1111111111,Rep,3
35,564,11,145,720,0.7833333333,0.0152777778,0.2013888889,Rep,3
36,1014,16,210,1240,0.8177419355,0.0129032258,0.1693548387,Rep,3
37,152,3,90,245,0.6204081633,0.0122448980,0.3673469388,Rep,2
38,160,9,166,335,0.4776119403,0.0268656716,0.4955223881,Dem,1
42,150,13,439,602,0.2491694352,0.0215946844,0.7292358804,Dem,3
43,377,14,247,638,0.5909090909,0.0219435737,0.3871473354,Rep,2
44,839,11,110,960,0.8739583333,0.0114583333,0.1145833333,Rep,3
45,390,2,138,530,0.7358490566,0.0037735849,0.2603773585,Rep,3
46,487,6,79,572,0.8513986014,0.0104895105,0.1381118881,Rep,3
47,234,3,20,257,0.9105058366,0.0116731518,0.0778210117,Rep,3
48,424,6,65,495,0.8565656566,0.0121212121,0.1313131313,Rep,3
