precinct,party,candidate,votes
9,,Michael L. Miller,15
9,DEM,Joey Cardenas III,59
9,REP,Phil Stephenson,420
3,,Michael L. Miller,22
3,DEM,Joey Cardenas III,225
3,REP,Phil Stephenson,1196
6,,Michael L. Miller,15
6,DEM,Joey Cardenas III,82
6,REP,Phil Stephenson,293
7,,Michael L. Miller,1
7,DEM,Joey Cardenas III,15
7,REP,Phil Stephenson,83
2,,Michael L. Miller,22
2,DEM,Joey Cardenas III,185
2,REP,Phil Stephenson,1265
4,,Michael L. Miller,6
4,DEM,Joey Cardenas III,29
4,REP,Phil Stephenson,208
8,,Michael L. Miller,10
8,DEM,Joey Cardenas III,43
8,REP,Phil Stephenson,319
1,,Michael L. Miller,31
1,DEM,Joey Cardenas III,295
1,REP,Phil Stephenson,967
5,,Michael L. Miller,8
5,DEM,Joey Cardenas III,48
5,REP,Phil Stephenson,377
