precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
102,23,105,555,0,894,1571,1.46%,6.68%,35.33%,0.00%,56.91%
103,4,47,418,32,616,1117,0.36%,4.21%,37.42%,2.86%,55.15%
104,48,193,946,15,913,2115,2.27%,9.13%,44.73%,0.71%,43.17%
105,38,149,1832,126,2706,4851,0.78%,3.07%,37.77%,2.60%,55.78%
106,135,271,1861,67,2774,5108,2.64%,5.31%,36.43%,1.31%,54.31%
107,24,43,364,64,1199,1694,1.42%,2.54%,21.49%,3.78%,70.78%
109,9,33,260,31,640,973,0.92%,3.39%,26.72%,3.19%,65.78%
110,2,12,105,2,150,271,0.74%,4.43%,38.75%,0.74%,55.35%
112,7,92,277,15,284,675,1.04%,13.63%,41.04%,2.22%,42.07%
113,23,32,800,74,1089,2018,1.14%,1.59%,39.64%,3.67%,53.96%
114,17,60,907,30,905,1919,0.89%,3.13%,47.26%,1.56%,47.16%
115,2,4,118,11,316,451,0.44%,0.89%,26.16%,2.44%,70.07%
116,36,96,1648,99,2277,4156,0.87%,2.31%,39.65%,2.38%,54.79%
117,111,184,1183,7,1425,2910,3.81%,6.32%,40.65%,0.24%,48.97%
119,28,75,807,26,1571,2507,1.12%,2.99%,32.19%,1.04%,62.66%
120,20,53,517,43,1060,1693,1.18%,3.13%,30.54%,2.54%,62.61%
123,0,1,3,0,0,4,0.00%,25.00%,75.00%,0.00%,0.00%
124,0,1,9,0,0,10,0.00%,10.00%,90.00%,0.00%,0.00%
125,4,11,87,11,162,275,1.45%,4.00%,31.64%,4.00%,58.91%
126,0,2,15,0,25,40,0.00%,5.00%,37.50%,0.00%,62.50%
127,0,0,1,1,7,9,0.00%,0.00%,11.11%,11.11%,77.78%
128,139,144,1364,113,3318,5078,2.74%,2.84%,26.86%,2.23%,65.34%
129,141,188,1504,126,2658,4617,3.05%,4.07%,32.58%,2.73%,57.57%
201,10,83,770,4,311,1178,0.85%,7.05%,65.37%,0.34%,26.40%
202,5,231,1672,0,422,2313,0.22%,9.99%,72.29%,0.00%,18.24%
203,29,162,1176,2,544,1913,1.52%,8.47%,61.47%,0.10%,28.44%
204,65,285,2214,0,634,3188,2.04%,8.94%,69.45%,0.00%,19.89%
205,11,68,863,33,1069,2044,0.54%,3.33%,42.22%,1.61%,52.30%
206,44,112,4610,30,1099,5895,0.75%,1.90%,78.20%,0.51%,18.64%
207,18,247,1668,0,546,2462,0.73%,10.03%,67.75%,0.00%,22.18%
208,99,215,1970,84,3628,5996,1.65%,3.59%,32.86%,1.40%,60.51%
209,8,192,1692,0,245,2137,0.37%,8.98%,79.18%,0.00%,11.46%
210,21,39,690,10,569,1329,1.58%,2.93%,51.92%,0.75%,42.81%
211,1,14,49,0,87,151,0.66%,9.27%,32.45%,0.00%,57.62%
212,4,26,140,4,79,253,1.58%,10.28%,55.34%,1.58%,31.23%
213,112,241,1867,105,2995,5320,2.11%,4.53%,35.09%,1.97%,56.30%
214,22,25,389,31,587,1054,2.09%,2.37%,36.91%,2.94%,55.69%
215,55,105,373,34,901,1468,3.75%,7.15%,25.41%,2.32%,61.38%
216,1,1,27,1,46,76,1.32%,1.32%,35.53%,1.32%,60.53%
217,0,23,226,7,86,342,0.00%,6.73%,66.08%,2.05%,25.15%
218,0,2,114,0,30,145,0.00%,1.38%,78.62%,0.00%,20.69%
219,0,7,63,0,80,149,0.00%,4.70%,42.28%,0.00%,53.69%
220,2,25,96,0,54,177,1.13%,14.12%,54.24%,0.00%,30.51%
221,0,1,29,0,16,45,0.00%,2.22%,64.44%,0.00%,35.56%
222,0,0,21,0,3,24,0.00%,0.00%,87.50%,0.00%,12.50%
223,3,28,210,3,235,479,0.63%,5.85%,43.84%,0.63%,49.06%
224,0,15,234,0,30,275,0.00%,5.45%,85.09%,0.00%,10.91%
225,1,1,29,0,9,39,2.56%,2.56%,74.36%,0.00%,23.08%
226,0,17,366,10,224,617,0.00%,2.76%,59.32%,1.62%,36.30%
227,4,48,322,20,549,943,0.42%,5.09%,34.15%,2.12%,58.22%
228,15,33,437,12,642,1139,1.32%,2.90%,38.37%,1.05%,56.37%
229,0,13,112,0,84,209,0.00%,6.22%,53.59%,0.00%,40.19%
230,2,1,15,1,48,67,2.99%,1.49%,22.39%,1.49%,71.64%
231,0,7,15,4,93,119,0.00%,5.88%,12.61%,3.36%,78.15%
232,0,0,6,3,48,57,0.00%,0.00%,10.53%,5.26%,84.21%
303,93,210,472,31,1105,1911,4.87%,10.99%,24.70%,1.62%,57.82%
304,295,613,1535,35,2911,5389,5.47%,11.38%,28.48%,0.65%,54.02%
305,437,979,2068,0,3202,6675,6.55%,14.67%,30.98%,0.00%,47.97%
306,275,715,1329,28,2744,5091,5.40%,14.04%,26.10%,0.55%,53.90%
307,334,1142,1782,87,3104,6449,5.18%,17.71%,27.63%,1.35%,48.13%
308,131,245,768,34,1733,2911,4.50%,8.42%,26.38%,1.17%,59.53%
309,371,902,1606,54,2586,5519,6.72%,16.34%,29.10%,0.98%,46.86%
310,119,329,1398,41,1495,3382,3.52%,9.73%,41.34%,1.21%,44.20%
311,225,496,1742,36,2212,4711,4.78%,10.53%,36.98%,0.76%,46.95%
401,114,171,1304,65,1741,3395,3.36%,5.04%,38.41%,1.91%,51.28%
404,290,938,2116,0,2717,6016,4.82%,15.59%,35.17%,0.00%,45.16%
405,50,89,1075,40,2048,3302,1.51%,2.70%,32.56%,1.21%,62.02%
406,16,37,294,34,1306,1687,0.95%,2.19%,17.43%,2.02%,77.42%
407,17,116,801,60,1878,2872,0.59%,4.04%,27.89%,2.09%,65.39%
408,87,130,1034,57,1711,3019,2.88%,4.31%,34.25%,1.89%,56.67%
409,343,1180,1237,0,1491,4184,8.20%,28.20%,29.57%,0.00%,35.64%
410,5,6,91,14,90,206,2.43%,2.91%,44.17%,6.80%,43.69%
412,287,1053,1728,0,1972,5004,5.74%,21.04%,34.53%,0.00%,39.41%
413,9,59,176,35,739,1018,0.88%,5.80%,17.29%,3.44%,72.59%
414,309,1300,1841,0,2797,6243,4.95%,20.82%,29.49%,0.00%,44.80%
415,457,1293,2790,18,3499,8057,5.67%,16.05%,34.63%,0.22%,43.43%
