precinct,registered,ballots_cast,blank
collin:104,2569,847,4
collin:110,2844,1563,1
collin:115,3012,1729,10
collin:125,5196,2674,1
collin:132,2834,1605,8
collin:136,2003,1232,1
collin:142,2873,1741,15
collin:164,2052,1392,100
collin:24,2375,927,5
collin:36,1985,1296,4
collin:48,3780,2160,0
collin:55,4130,2101,0
collin:73,1999,906,3
collin:74,1930,1069,3
collin:78,4724,2246,1
collin:79,2787,1325,9
collin:84,2439,1317,9
collin:88,2051,697,7
collin:94,4227,2445,0
ellis:1002,169,103,
ellis:1005,3648,2059,
ellis:1006,4020,2051,
ellis:1007,2054,1107,
ellis:1008,155,64,
ellis:1009,3478,1704,
ellis:1012,3683,1527,
ellis:1013,1906,926,
ellis:1014,1921,1183,
ellis:1015,3118,1427,
ellis:1016,1946,518,
ellis:1017,2905,1379,
ellis:1018,2570,812,
ellis:1019,2447,1270,
ellis:1020,1882,968,
ellis:1021,1498,840,
ellis:1022,3182,1531,
ellis:1029,685,316,
ellis:1030,2012,965,
ellis:1044,617,367,
ellis:1045,157,107,
ellis:1046,435,270,
ellis:1047,373,198,
ellis:1048,2115,1210,
ellis:1049,648,380,
rockwall:1,,11958,2
rockwall:2,,9465,0
rockwall:3,,12277,1
rockwall:4,,9282,1
