precinct,registered,ballots_cast,blank
101,7801,3674,
102,3438,1444,
103,6379,2363,
104,4184,2161,
105,1908,929,
106,5544,1330,
107,714,283,
108,2003,1003,
109,3979,858,
110,5034,281,
111,4820,1998,
113,4801,1729,
114,3685,1189,
115,5510,2638,
116,1992,493,
117,0,0,
201,4259,1232,
202,5851,1772,
203,4551,2567,
204,3308,446,
205,6320,1561,
206,3553,1090,
207,5225,989,
208,5716,1715,
209,5047,1687,
210,5714,1889,
211,1370,447,
212,1366,593,
213,4890,2913,
214,5724,1718,
215,6812,2052,
216,4432,1424,
301,4802,2199,
302,5866,1992,
303,6028,2229,
304,398,185,
305,2593,1105,
306,4966,1127,
307,4234,917,
308,5050,1709,
309,1492,782,
310,565,339,
311,3644,1877,
312,2444,1142,
313,5310,2480,
314,4075,1126,
315,5742,2109,
317,6305,2882,
318,5426,2272,
401,4319,1435,
402,5963,1932,
404,5551,1026,
405,7094,1431,
406,4526,950,
408,6882,1743,
409,2864,991,
410,4681,613,
412,5289,1241,
413,6420,1324,
414,6129,1129,
415,4827,914,
419,1249,623,
