precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
106,25,136,2336,34,838,3369,0.74%,4.04%,69.34%,1.01%,24.87%
107,16,83,492,5,382,978,1.64%,8.49%,50.31%,0.51%,39.06%
108,7,21,339,29,963,1359,0.52%,1.55%,24.94%,2.13%,70.86%
112,15,10,435,18,991,1469,1.02%,0.68%,29.61%,1.23%,67.46%
114,28,87,1546,0,148,1769,1.58%,4.92%,87.39%,0.00%,8.37%
124,28,441,2405,0,627,3496,0.80%,12.61%,68.79%,0.00%,17.93%
137,75,233,2767,0,1648,4723,1.59%,4.93%,58.59%,0.00%,34.89%
144,133,267,1962,10,1210,3582,3.71%,7.45%,54.77%,0.28%,33.78%
146,85,391,5056,99,2010,7641,1.11%,5.12%,66.17%,1.30%,26.31%
213,39,34,538,95,3115,3821,1.02%,0.89%,14.08%,2.49%,81.52%
215,152,219,1144,93,2487,4095,3.71%,5.35%,27.94%,2.27%,60.73%
225,0,0,12,3,112,127,0.00%,0.00%,9.45%,2.36%,88.19%
228,160,319,1257,79,3084,4899,3.27%,6.51%,25.66%,1.61%,62.95%
230,375,805,3128,71,6052,10431,3.60%,7.72%,29.99%,0.68%,58.02%
241,178,233,1237,144,5101,6893,2.58%,3.38%,17.95%,2.09%,74.00%
304,66,232,3236,113,2715,6362,1.04%,3.65%,50.86%,1.78%,42.68%
305,7,0,43,0,40,90,7.78%,0.00%,47.78%,0.00%,44.44%
306,145,245,1544,41,1772,3747,3.87%,6.54%,41.21%,1.09%,47.29%
308,15,47,437,0,213,703,2.13%,6.69%,62.16%,0.00%,30.30%
319,172,277,1481,58,3253,5241,3.28%,5.29%,28.26%,1.11%,62.07%
327,58,325,2887,43,2002,5315,1.09%,6.11%,54.32%,0.81%,37.67%
348,14,11,660,31,705,1421,0.99%,0.77%,46.45%,2.18%,49.61%
351,3,9,87,22,360,481,0.62%,1.87%,18.09%,4.57%,74.84%
358,67,210,2239,304,5657,8477,0.79%,2.48%,26.41%,3.59%,66.73%
401,8,52,109,0,131,293,2.73%,17.75%,37.20%,0.00%,44.71%
402,210,383,1921,106,2719,5339,3.93%,7.17%,35.98%,1.99%,50.93%
420,52,24,308,10,559,953,5.46%,2.52%,32.32%,1.05%,58.66%
421,220,280,1393,95,3032,5020,4.38%,5.58%,27.75%,1.89%,60.40%
422,11,23,258,32,1283,1607,0.68%,1.43%,16.05%,1.99%,79.84%
423,64,56,309,41,1553,2023,3.16%,2.77%,15.27%,2.03%,76.77%
424,151,194,1233,70,2027,3675,4.11%,5.28%,33.55%,1.90%,55.16%
434,46,131,1268,13,836,2294,2.01%,5.71%,55.27%,0.57%,36.44%
435,50,99,1342,24,1047,2562,1.95%,3.86%,52.38%,0.94%,40.87%
436,77,193,1657,103,3718,5748,1.34%,3.36%,28.83%,1.79%,64.68%
