Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
106,454,8,306,768,0.5911458333,0.0104166667,0.3984375000,Rep,2
107,203,4,82,289,0.7024221453,0.0138408304,0.2837370242,Rep,3
108,550,4,62,616,0.8928571429,0.0064935065,0.1006493506,Rep,3
112,642,5,76,723,0.8879668050,0.0069156293,0.1051175657,Rep,3
114,139,6,244,389,0.3573264781,0.0154241645,0.6272493573,Dem,2
124,285,12,369,666,0.4279279279,0.0180180180,0.5540540541,Dem,2
137,816,21,592,1429,0.5710286914,0.0146955913,0.4142757173,Rep,2
144,514,12,379,905,0.5679558011,0.0132596685,0.4187845304,Rep,2
146,842,22,633,1497,0.5624582498,0.0146960588,0.4228456914,Rep,2
213,1999,12,184,2195,0.9107061503,0.0054669704,0.0838268793,Rep,3
215,1362,19,373,1754,0.7765108324,0.0108323831,0.2126567845,Rep,3
225,64,1,3,68,0.9411764706,0.0147058824,0.0441176471,Rep,3
228,1223,22,466,1711,0.7147866745,0.0128579778,0.2723553477,Rep,3
230,2652,58,1012,3722,0.7125201505,0.0155830199,0.2718968297,Rep,3
241,2988,37,772,3797,0.7869370556,0.0097445352,0.2033184093,Rep,3
304,1476,22,534,2032,0.7263779528,0.0108267717,0.2627952756,Rep,3
305,18,1,12,31,0.5806451613,0.0322580645,0.3870967742,Rep,2
306,766,18,302,1086,0.7053406998,0.0165745856,0.2780847145,Rep,3
308,121,3,71,195,0.6205128205,0.0153846154,0.3641025641,Rep,2
319,1804,29,629,2462,0.7327376117,0.0117790414,0.2554833469,Rep,3
327,970,24,558,1552,0.6250000000,0.0154639175,0.3595360825,Rep,2
348,390,3,99,492,0.7926829268,0.0060975610,0.2012195122,Rep,3
351,227,3,59,289,0.7854671280,0.0103806228,0.2041522491,Rep,3
358,2871,38,468,3377,0.8501628664,0.0112525911,0.1385845425,Rep,3
401,72,2,29,103,0.6990291262,0.0194174757,0.2815533981,Rep,3
402,1208,30,629,1867,0.6470273166,0.0160685592,0.3369041243,Rep,3
420,341,7,103,451,0.7560975610,0.0155210643,0.2283813747,Rep,3
421,1884,30,586,2500,0.7536000000,0.0120000000,0.2344000000,Rep,3
422,919,11,111,1041,0.8828049952,0.0105667627,0.1066282421,Rep,3
423,719,6,83,808,0.8898514851,0.0074257426,0.1027227723,Rep,3
424,1078,18,415,1511,0.7134348114,0.0119126406,0.2746525480,Rep,3
434,420,12,258,690,0.6086956522,0.0173913043,0.3739130435,Rep,2
435,437,11,208,656,0.6661585366,0.0167682927,0.3170731707,Rep,3
436,1768,37,745,2550,0.6933333333,0.0145098039,0.2921568627,Rep,3
