precinct,party,candidate,votes
13,,April Gonzales Alvarado,24
13,,Brian Schubert,38
13,,Chris Lamprecht,36
13,,Dora Gonzales-Henkhaus,20
13,,"Joe Menchaca, Jr.",12
13,,Luke Hardin,43
13,,William James Carriger,51
3,,April Gonzales Alvarado,6
3,,Brian Schubert,5
3,,Chris Lamprecht,6
3,,Dora Gonzales-Henkhaus,11
3,,"Joe Menchaca, Jr.",11
3,,Luke Hardin,6
3,,William James Carriger,2
4,,April Gonzales Alvarado,88
4,,Brian Schubert,93
4,,Chris Lamprecht,94
4,,Dora Gonzales-Henkhaus,82
4,,"Joe Menchaca, Jr.",57
4,,Luke Hardin,131
4,,William James Carriger,124
6,,April Gonzales Alvarado,198
6,,Brian Schubert,161
6,,Chris Lamprecht,158
6,,Dora Gonzales-Henkhaus,272
6,,"Joe Menchaca, Jr.",177
6,,Luke Hardin,185
6,,William James Carriger,248
