precinct,party,candidate,votes
1,DEM,Mike Collier,287
1,LIB,Shanna Steele,18
1,REP,Dan Patrick,610
10,DEM,Mike Collier,184
10,LIB,Shanna Steele,8
10,REP,Dan Patrick,182
13,DEM,Mike Collier,210
13,LIB,Shanna Steele,18
13,REP,Dan Patrick,433
16,DEM,Mike Collier,132
16,LIB,Shanna Steele,12
16,REP,Dan Patrick,292
17,DEM,Mike Collier,174
17,LIB,Shanna Steele,6
17,REP,Dan Patrick,264
18,DEM,Mike Collier,205
18,LIB,Shanna Steele,19
18,REP,Dan Patrick,640
19,DEM,Mike Collier,78
19,LIB,Shanna Steele,9
19,REP,Dan Patrick,62
2,DEM,Mike Collier,43
2,LIB,Shanna Steele,6
2,REP,Dan Patrick,252
3,DEM,Mike Collier,215
3,LIB,Shanna Steele,17
3,REP,Dan Patrick,423
4,DEM,Mike Collier,54
4,LIB,Shanna Steele,3
4,REP,Dan Patrick,241
5,DEM,Mike Collier,102
5,LIB,Shanna Steele,13
5,REP,Dan Patrick,304
6,DEM,Mike Collier,134
6,LIB,Shanna Steele,15
6,REP,Dan Patrick,390
9,DEM,Mike Collier,173
9,LIB,Shanna Steele,6
9,REP,Dan Patrick,89
