Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
101,1351,31,644,2026,0.6668311945,0.0153010859,0.3178677196,Rep,3
102,410,20,465,895,0.4581005587,0.0223463687,0.5195530726,Dem,1
103,606,28,294,928,0.6530172414,0.0301724138,0.3168103448,Rep,3
104,526,10,161,697,0.7546628407,0.0143472023,0.2309899570,Rep,3
205,1432,17,248,1697,0.8438420742,0.0100176783,0.1461402475,Rep,3
206,777,18,393,1188,0.6540404040,0.0151515152,0.3308080808,Rep,3
207,1358,32,439,1829,0.7424822307,0.0174958994,0.2400218699,Rep,3
311,1315,24,199,1538,0.8550065020,0.0156046814,0.1293888166,Rep,3
312,1384,24,207,1615,0.8569659443,0.0148606811,0.1281733746,Rep,3
313,1696,27,293,2016,0.8412698413,0.0133928571,0.1453373016,Rep,3
414,1302,21,218,1541,0.8449059053,0.0136275146,0.1414665801,Rep,3
415,1665,34,418,2117,0.7864903165,0.0160604629,0.1974492206,Rep,3
416,998,18,228,1244,0.8022508039,0.0144694534,0.1832797428,Rep,3
