precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,57,143,2325,132,2366,5023,1.13%,2.85%,46.29%,2.63%,47.10%
102,41,68,2372,37,759,3277,1.25%,2.08%,72.38%,1.13%,23.16%
103,13,44,1535,44,1102,2738,0.47%,1.61%,56.06%,1.61%,40.25%
104,21,35,739,29,996,1820,1.15%,1.92%,40.60%,1.59%,54.73%
205,20,41,1544,51,2575,4231,0.47%,0.97%,36.49%,1.21%,60.86%
206,50,86,2086,33,1642,3897,1.28%,2.21%,53.53%,0.85%,42.13%
207,51,103,1830,44,2253,4281,1.19%,2.41%,42.75%,1.03%,52.63%
311,38,60,784,80,2652,3614,1.05%,1.66%,21.69%,2.21%,73.38%
312,53,74,803,97,2514,3541,1.50%,2.09%,22.68%,2.74%,71.00%
313,61,133,1760,137,3486,5577,1.09%,2.38%,31.56%,2.46%,62.51%
414,30,59,1476,105,2655,4325,0.69%,1.36%,34.13%,2.43%,61.39%
415,69,157,1213,140,3044,4623,1.49%,3.40%,26.24%,3.03%,65.84%
416,41,98,765,69,1833,2806,1.46%,3.49%,27.26%,2.46%,65.32%
