precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,35,701,544,76,1833,3189,1.10%,21.98%,17.06%,2.38%,57.48%
2,151,1038,496,95,3935,5715,2.64%,18.16%,8.68%,1.66%,68.85%
3,123,1205,986,144,3840,6298,1.95%,19.13%,15.66%,2.29%,60.97%
4,93,507,283,73,3393,4349,2.14%,11.66%,6.51%,1.68%,78.02%
5,212,1072,880,181,4254,6599,3.21%,16.24%,13.34%,2.74%,64.46%
6,221,471,321,118,2761,3892,5.68%,12.10%,8.25%,3.03%,70.94%
7,106,810,699,168,3795,5578,1.90%,14.52%,12.53%,3.01%,68.04%
8,231,1438,843,200,4481,7193,3.21%,19.99%,11.72%,2.78%,62.30%
9,174,1172,643,100,3774,5863,2.97%,19.99%,10.97%,1.71%,64.37%
10,128,2485,2571,150,4441,9775,1.31%,25.42%,26.30%,1.53%,45.43%
11,107,1358,1639,185,4259,7548,1.42%,17.99%,21.71%,2.45%,56.43%
12,67,390,688,284,5745,7174,0.93%,5.44%,9.59%,3.96%,80.08%
13,56,1035,498,139,3670,5398,1.04%,19.17%,9.23%,2.58%,67.99%
14,54,570,1046,171,5082,6923,0.78%,8.23%,15.11%,2.47%,73.41%
15,16,687,1388,73,1696,3860,0.41%,17.80%,35.96%,1.89%,43.94%
16,91,820,1309,160,4723,7103,1.28%,11.54%,18.43%,2.25%,66.49%
17,14,637,464,47,736,1898,0.74%,33.56%,24.45%,2.48%,38.78%
18,36,1752,907,64,1928,4687,0.77%,37.38%,19.35%,1.37%,41.14%
19,111,3616,2109,22,1331,7189,1.54%,50.30%,29.34%,0.31%,18.51%
20,56,3104,2633,36,1154,6983,0.80%,44.45%,37.71%,0.52%,16.53%
21,55,2630,3093,28,1219,7025,0.78%,37.44%,44.03%,0.40%,17.35%
