Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,807,19,341,1167,0.6915167095,0.0162810626,0.2922022279,Rep,3
2,1912,35,749,2696,0.7091988131,0.0129821958,0.2778189911,Rep,3
3,1705,29,691,2425,0.7030927835,0.0119587629,0.2849484536,Rep,3
4,1946,33,527,2506,0.7765363128,0.0131683958,0.2102952913,Rep,3
5,2079,39,573,2691,0.7725752508,0.0144927536,0.2129319955,Rep,3
6,1507,23,277,1807,0.8339789707,0.0127282789,0.1532927504,Rep,3
7,1896,35,413,2344,0.8088737201,0.0149317406,0.1761945392,Rep,3
8,2241,40,815,3096,0.7238372093,0.0129198966,0.2632428941,Rep,3
9,2067,35,838,2940,0.7030612245,0.0119047619,0.2850340136,Rep,3
10,1642,33,943,2618,0.6271963331,0.0126050420,0.3601986249,Rep,2
11,2146,38,686,2870,0.7477351916,0.0132404181,0.2390243902,Rep,3
12,2850,44,369,3263,0.8734293595,0.0134845234,0.1130861171,Rep,3
13,1463,33,428,1924,0.7603950104,0.0171517672,0.2224532225,Rep,3
14,2668,33,464,3165,0.8429699842,0.0104265403,0.1466034755,Rep,3
15,573,15,261,849,0.6749116608,0.0176678445,0.3074204947,Rep,3
16,2304,38,467,2809,0.8202207191,0.0135279459,0.1662513350,Rep,3
17,274,7,248,529,0.5179584121,0.0132325142,0.4688090737,Rep,1
18,1104,22,1140,2266,0.4872021183,0.0097087379,0.5030891439,Dem,1
19,306,26,1636,1968,0.1554878049,0.0132113821,0.8313008130,Dem,3
20,420,24,1103,1547,0.2714932127,0.0155138979,0.7129928895,Dem,3
21,486,18,1057,1561,0.3113388853,0.0115310698,0.6771300448,Dem,3
