precinct,party,candidate,votes
101,DEM,Amy Clark Meachum,393
101,LIB,Mark Ash,31
101,REP,Nathan Hecht,866
102,DEM,Amy Clark Meachum,505
102,LIB,Mark Ash,26
102,REP,Nathan Hecht,555
103,DEM,Amy Clark Meachum,389
103,LIB,Mark Ash,15
103,REP,Nathan Hecht,468
104,DEM,Amy Clark Meachum,168
104,LIB,Mark Ash,3
104,REP,Nathan Hecht,309
105,DEM,Amy Clark Meachum,102
105,LIB,Mark Ash,7
105,REP,Nathan Hecht,483
206,DEM,Amy Clark Meachum,329
206,LIB,Mark Ash,40
206,REP,Nathan Hecht,1708
207,DEM,Amy Clark Meachum,346
207,LIB,Mark Ash,60
207,REP,Nathan Hecht,2166
208,DEM,Amy Clark Meachum,288
208,LIB,Mark Ash,21
208,REP,Nathan Hecht,681
309,DEM,Amy Clark Meachum,1497
309,LIB,Mark Ash,34
309,REP,Nathan Hecht,38
310,DEM,Amy Clark Meachum,720
310,LIB,Mark Ash,27
310,REP,Nathan Hecht,202
311,DEM,Amy Clark Meachum,151
311,LIB,Mark Ash,12
311,REP,Nathan Hecht,380
312,DEM,Amy Clark Meachum,209
312,LIB,Mark Ash,19
312,REP,Nathan Hecht,1009
313,DEM,Amy Clark Meachum,175
313,LIB,Mark Ash,21
313,REP,Nathan Hecht,301
414,DEM,Amy Clark Meachum,126
414,LIB,Mark Ash,6
414,REP,Nathan Hecht,118
415,DEM,Amy Clark Meachum,248
415,LIB,Mark Ash,29
415,REP,Nathan Hecht,710
416,DEM,Amy Clark Meachum,476
416,LIB,Mark Ash,22
416,REP,Nathan Hecht,417
417,DEM,Amy Clark Meachum,461
417,LIB,Mark Ash,16
417,REP,Nathan Hecht,240
418,DEM,Amy Clark Meachum,556
418,LIB,Mark Ash,50
418,REP,Nathan Hecht,1674
419,DEM,Amy Clark Meachum,205
419,LIB,Mark Ash,10
419,REP,Nathan Hecht,527
420,DEM,Amy Clark Meachum,381
420,LIB,Mark Ash,27
420,REP,Nathan Hecht,1165
