precinct,registered,ballots_cast,blank
bowie:11,1090,549,0
bowie:12A,59,40,0
bowie:13,2,2,0
bowie:14,1191,581,0
bowie:15,598,338,0
bowie:16A,75,37,0
bowie:18A,102,49,0
bowie:20,346,176,0
bowie:21,300,145,1
bowie:22A,132,76,0
bowie:30,2752,1239,0
bowie:9A,274,145,0
collin:104,2569,847,4
collin:105,33,4,0
collin:108,2970,1563,1
collin:109,4577,2453,0
collin:111,3027,1631,0
collin:115,3012,1729,10
collin:123,2023,1141,0
collin:124,3253,1634,0
collin:132,2834,1605,8
collin:134,4014,1906,0
collin:135,4223,2152,2
collin:136,2003,1232,1
collin:138,2101,1361,1
collin:139,4196,2067,0
collin:14,3268,1576,0
collin:142,2873,1741,15
collin:143,2158,1288,0
collin:154,1939,1158,0
collin:158,2781,1427,0
collin:163,2180,1028,0
collin:164,2052,1392,100
collin:167,5051,2653,0
collin:176,4032,1467,0
collin:177,3203,1500,0
collin:180,3313,1580,0
collin:184,3232,1307,1
collin:199,3269,1928,0
collin:201,0,0,0
collin:209,1187,614,0
collin:21,4296,2537,1
collin:212,5564,2799,1
collin:213,3612,1848,0
collin:22,4400,2410,0
collin:220,4641,2219,0
collin:225,3815,1819,0
collin:226,4365,2250,0
collin:229,1738,866,0
collin:235,1874,966,0
collin:24,2375,927,5
collin:245,2774,1151,0
collin:248,2116,1087,0
collin:250,0,188,0
collin:29,3981,2236,0
collin:30,4909,2597,0
collin:36,1985,1296,4
collin:39,3081,1510,0
collin:49,2367,1482,0
collin:50,3099,1174,0
collin:54,3547,1585,1
collin:58,3704,1844,3
collin:62,2605,1419,1
collin:66,2193,1197,0
collin:67,2878,1486,0
collin:70,1916,1156,0
collin:72,1562,919,0
collin:73,1999,906,3
collin:74,1930,1069,3
collin:75,2308,1334,0
collin:77,3740,1864,0
collin:79,2787,1325,9
collin:84,2439,1317,9
collin:85,3183,1666,0
collin:88,2051,697,7
collin:89,3232,1783,0
collin:92,4113,1733,0
rockwall:1,,11958,2
rockwall:2,,9465,0
rockwall:3,,12277,1
rockwall:4,,9282,1
