Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
101,175,3,38,216,0.8101851852,0.0138888889,0.1759259259,Rep,3
102,475,6,158,639,0.7433489828,0.0093896714,0.2472613459,Rep,3
103,2533,47,893,3473,0.7293406277,0.0135329686,0.2571264037,Rep,3
104,599,6,210,815,0.7349693252,0.0073619632,0.2576687117,Rep,3
105,1472,32,624,2128,0.6917293233,0.0150375940,0.2932330827,Rep,3
106,581,8,73,662,0.8776435045,0.0120845921,0.1102719033,Rep,3
107,28,0,8,36,0.7777777778,0.0000000000,0.2222222222,Rep,3
108,1904,31,557,2492,0.7640449438,0.0124398074,0.2235152488,Rep,3
109,1988,35,701,2724,0.7298091043,0.0128487518,0.2573421439,Rep,3
110,276,8,140,424,0.6509433962,0.0188679245,0.3301886792,Rep,3
111,181,4,172,357,0.5070028011,0.0112044818,0.4817927171,Rep,1
112,7,0,10,17,0.4117647059,0.0000000000,0.5882352941,Dem,2
113,253,8,142,403,0.6277915633,0.0198511166,0.3523573201,Rep,2
114,32,0,3,35,0.9142857143,0.0000000000,0.0857142857,Rep,3
115,0,0,5,5,0.0000000000,0.0000000000,1.0000000000,Dem,3
116,31,0,2,33,0.9393939394,0.0000000000,0.0606060606,Rep,3
117,32,0,4,36,0.8888888889,0.0000000000,0.1111111111,Rep,3
201,979,35,610,1624,0.6028325123,0.0215517241,0.3756157635,Rep,2
202,775,18,326,1119,0.6925826631,0.0160857909,0.2913315460,Rep,3
203,569,18,386,973,0.5847893114,0.0184994861,0.3967112025,Rep,2
204,412,6,56,474,0.8691983122,0.0126582278,0.1181434599,Rep,3
205,2176,34,490,2700,0.8059259259,0.0125925926,0.1814814815,Rep,3
206,1567,26,361,1954,0.8019447288,0.0133060389,0.1847492323,Rep,3
207,255,6,145,406,0.6280788177,0.0147783251,0.3571428571,Rep,2
208,82,1,18,101,0.8118811881,0.0099009901,0.1782178218,Rep,3
211,98,1,48,147,0.6666666667,0.0068027211,0.3265306122,Rep,3
301,9,0,7,16,0.5625000000,0.0000000000,0.4375000000,Rep,2
302,480,15,365,860,0.5581395349,0.0174418605,0.4244186047,Rep,2
303,363,14,578,955,0.3801047120,0.0146596859,0.6052356021,Dem,2
304,72,2,67,141,0.5106382979,0.0141843972,0.4751773050,Rep,1
305,138,6,80,224,0.6160714286,0.0267857143,0.3571428571,Rep,2
306,135,9,400,544,0.2481617647,0.0165441176,0.7352941176,Dem,3
307,119,2,40,161,0.7391304348,0.0124223602,0.2484472050,Rep,3
308,138,8,164,310,0.4451612903,0.0258064516,0.5290322581,Dem,1
309,2430,27,302,2759,0.8807538963,0.0097861544,0.1094599493,Rep,3
310,977,8,126,1111,0.8793879388,0.0072007201,0.1134113411,Rep,3
311,258,15,543,816,0.3161764706,0.0183823529,0.6654411765,Dem,3
312,14,0,10,24,0.5833333333,0.0000000000,0.4166666667,Rep,2
313,4,0,8,12,0.3333333333,0.0000000000,0.6666666667,Dem,3
314,8,0,2,10,0.8000000000,0.0000000000,0.2000000000,Rep,3
315,77,1,20,98,0.7857142857,0.0102040816,0.2040816327,Rep,3
316,13,1,12,26,0.5000000000,0.0384615385,0.4615384615,Rep,1
317,48,0,11,59,0.8135593220,0.0000000000,0.1864406780,Rep,3
318,201,4,61,266,0.7556390977,0.0150375940,0.2293233083,Rep,3
319,25,2,8,35,0.7142857143,0.0571428571,0.2285714286,Rep,3
401,1151,18,397,1566,0.7349936143,0.0114942529,0.2535121328,Rep,3
402,357,7,127,491,0.7270875764,0.0142566191,0.2586558045,Rep,3
403,1112,26,436,1574,0.7064803050,0.0165184244,0.2770012706,Rep,3
404,1536,22,454,2012,0.7634194831,0.0109343936,0.2256461233,Rep,3
405,699,18,417,1134,0.6164021164,0.0158730159,0.3677248677,Rep,2
406,1412,28,554,1994,0.7081243731,0.0140421264,0.2778335005,Rep,3
407,615,20,379,1014,0.6065088757,0.0197238659,0.3737672584,Rep,2
408,7,0,3,10,0.7000000000,0.0000000000,0.3000000000,Rep,3
409,12,0,2,14,0.8571428571,0.0000000000,0.1428571429,Rep,3
410,174,1,45,220,0.7909090909,0.0045454545,0.2045454545,Rep,3
411,344,6,159,509,0.6758349705,0.0117878193,0.3123772102,Rep,3
412,453,4,53,510,0.8882352941,0.0078431373,0.1039215686,Rep,3
413,431,5,88,524,0.8225190840,0.0095419847,0.1679389313,Rep,3
414,409,8,80,497,0.8229376258,0.0160965795,0.1609657948,Rep,3
