precinct,party,candidate,votes
1,DEM,Gisela D. Triana,266
1,LIB,Tom Oxford,29
1,REP,Brett Busby,755
10,DEM,Gisela D. Triana,579
10,LIB,Tom Oxford,23
10,REP,Brett Busby,570
11,DEM,Gisela D. Triana,79
11,LIB,Tom Oxford,13
11,REP,Brett Busby,631
12,DEM,Gisela D. Triana,90
12,LIB,Tom Oxford,9
12,REP,Brett Busby,633
13,DEM,Gisela D. Triana,142
13,LIB,Tom Oxford,45
13,REP,Brett Busby,1585
14,DEM,Gisela D. Triana,83
14,LIB,Tom Oxford,20
14,REP,Brett Busby,920
15,DEM,Gisela D. Triana,133
15,LIB,Tom Oxford,27
15,REP,Brett Busby,1269
16,DEM,Gisela D. Triana,136
16,LIB,Tom Oxford,31
16,REP,Brett Busby,1464
17,DEM,Gisela D. Triana,63
17,LIB,Tom Oxford,15
17,REP,Brett Busby,812
18,DEM,Gisela D. Triana,430
18,LIB,Tom Oxford,97
18,REP,Brett Busby,3873
19,DEM,Gisela D. Triana,71
19,LIB,Tom Oxford,17
19,REP,Brett Busby,661
2,DEM,Gisela D. Triana,333
2,LIB,Tom Oxford,78
2,REP,Brett Busby,3114
3,DEM,Gisela D. Triana,19
3,LIB,Tom Oxford,9
3,REP,Brett Busby,433
4,DEM,Gisela D. Triana,37
4,LIB,Tom Oxford,8
4,REP,Brett Busby,576
5,DEM,Gisela D. Triana,23
5,LIB,Tom Oxford,5
5,REP,Brett Busby,425
6,DEM,Gisela D. Triana,300
6,LIB,Tom Oxford,78
6,REP,Brett Busby,3134
7,DEM,Gisela D. Triana,27
7,LIB,Tom Oxford,8
7,REP,Brett Busby,524
8,DEM,Gisela D. Triana,60
8,LIB,Tom Oxford,10
8,REP,Brett Busby,591
9,DEM,Gisela D. Triana,324
9,LIB,Tom Oxford,42
9,REP,Brett Busby,1384
