precinct,party,candidate,votes
1,DEM,Erin A. Nowell,170
1,LIB,Thomas Edward Oxford,8
1,REP,Debra Lehrmann,252
10,DEM,Erin A. Nowell,221
10,LIB,Thomas Edward Oxford,8
10,REP,Debra Lehrmann,145
11,DEM,Erin A. Nowell,62
11,LIB,Thomas Edward Oxford,6
11,REP,Debra Lehrmann,220
12,DEM,Erin A. Nowell,497
12,LIB,Thomas Edward Oxford,30
12,REP,Debra Lehrmann,791
13,DEM,Erin A. Nowell,620
13,LIB,Thomas Edward Oxford,29
13,REP,Debra Lehrmann,437
14,DEM,Erin A. Nowell,10
14,LIB,Thomas Edward Oxford,1
14,REP,Debra Lehrmann,67
2,DEM,Erin A. Nowell,184
2,LIB,Thomas Edward Oxford,11
2,REP,Debra Lehrmann,437
3,DEM,Erin A. Nowell,22
3,LIB,Thomas Edward Oxford,11
3,REP,Debra Lehrmann,370
4,DEM,Erin A. Nowell,48
4,LIB,Thomas Edward Oxford,3
4,REP,Debra Lehrmann,318
5,DEM,Erin A. Nowell,226
5,LIB,Thomas Edward Oxford,18
5,REP,Debra Lehrmann,678
6,DEM,Erin A. Nowell,28
6,LIB,Thomas Edward Oxford,3
6,REP,Debra Lehrmann,147
7,DEM,Erin A. Nowell,57
7,LIB,Thomas Edward Oxford,3
7,REP,Debra Lehrmann,316
8,DEM,Erin A. Nowell,383
8,LIB,Thomas Edward Oxford,15
8,REP,Debra Lehrmann,348
9,DEM,Erin A. Nowell,375
9,LIB,Thomas Edward Oxford,16
9,REP,Debra Lehrmann,138
