Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1001,118,8,401,527,0.2239089184,0.0151802657,0.7609108159,Dem,3
1002,166,6,291,463,0.3585313175,0.0129589633,0.6285097192,Dem,2
1003,274,19,1050,1343,0.2040208488,0.0141474311,0.7818317200,Dem,3
1004,103,6,382,491,0.2097759674,0.0122199593,0.7780040733,Dem,3
1005,91,6,335,432,0.2106481481,0.0138888889,0.7754629630,Dem,3
1006,278,12,839,1129,0.2462356067,0.0106288751,0.7431355182,Dem,3
1007,173,7,566,746,0.2319034853,0.0093833780,0.7587131367,Dem,3
1008,216,17,1020,1253,0.1723862729,0.0135674381,0.8140462889,Dem,3
1009,464,16,682,1162,0.3993115318,0.0137693632,0.5869191050,Dem,2
1010,77,5,310,392,0.1964285714,0.0127551020,0.7908163265,Dem,3
1011,70,4,204,278,0.2517985612,0.0143884892,0.7338129496,Dem,3
1012,409,14,774,1197,0.3416875522,0.0116959064,0.6466165414,Dem,3
1013,245,17,1027,1289,0.1900698216,0.0131885182,0.7967416602,Dem,3
1014,119,9,500,628,0.1894904459,0.0143312102,0.7961783439,Dem,3
1015,156,10,529,695,0.2244604317,0.0143884892,0.7611510791,Dem,3
1016,118,6,440,564,0.2092198582,0.0106382979,0.7801418440,Dem,3
1017,45,2,79,126,0.3571428571,0.0158730159,0.6269841270,Dem,2
1018,292,12,844,1148,0.2543554007,0.0104529617,0.7351916376,Dem,3
1019,102,8,299,409,0.2493887531,0.0195599022,0.7310513447,Dem,3
1020,330,14,935,1279,0.2580140735,0.0109460516,0.7310398749,Dem,3
1021,202,11,640,853,0.2368112544,0.0128956624,0.7502930832,Dem,3
1022,122,4,354,480,0.2541666667,0.0083333333,0.7375000000,Dem,3
1023,241,13,910,1164,0.2070446735,0.0111683849,0.7817869416,Dem,3
1024,701,34,1248,1983,0.3535047907,0.0171457388,0.6293494705,Dem,2
1025,58,4,213,275,0.2109090909,0.0145454545,0.7745454545,Dem,3
1026,149,8,448,605,0.2462809917,0.0132231405,0.7404958678,Dem,3
1027,124,3,170,297,0.4175084175,0.0101010101,0.5723905724,Dem,2
1028,141,6,358,505,0.2792079208,0.0118811881,0.7089108911,Dem,3
1029,228,11,770,1009,0.2259663033,0.0109018831,0.7631318137,Dem,3
1030,17,2,22,41,0.4146341463,0.0487804878,0.5365853659,Dem,2
