precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1001,31,32,630,4,329,1026,3.02%,3.12%,61.40%,0.39%,32.07%
1002,67,107,711,0,171,1039,6.45%,10.30%,68.43%,0.00%,16.46%
1003,92,89,2520,5,693,3399,2.71%,2.62%,74.14%,0.15%,20.39%
1004,4,43,1641,0,107,1785,0.22%,2.41%,91.93%,0.00%,5.99%
1005,6,21,1419,0,80,1516,0.40%,1.39%,93.60%,0.00%,5.28%
1006,27,45,3760,0,190,4005,0.67%,1.12%,93.88%,0.00%,4.74%
1007,12,14,1953,10,89,2078,0.58%,0.67%,93.98%,0.48%,4.28%
1008,67,139,1614,1,766,2587,2.59%,5.37%,62.39%,0.04%,29.61%
1009,150,358,1846,0,727,3048,4.92%,11.75%,60.56%,0.00%,23.85%
1010,10,25,747,0,128,910,1.10%,2.75%,82.09%,0.00%,14.07%
1011,2,5,912,0,58,975,0.21%,0.51%,93.54%,0.00%,5.95%
1012,90,296,3407,0,482,4222,2.13%,7.01%,80.70%,0.00%,11.42%
1013,8,44,4170,0,146,4354,0.18%,1.01%,95.77%,0.00%,3.35%
1014,21,55,2504,0,82,2642,0.79%,2.08%,94.78%,0.00%,3.10%
1015,12,24,2515,8,81,2640,0.45%,0.91%,95.27%,0.30%,3.07%
1016,12,15,1883,0,75,1976,0.61%,0.76%,95.29%,0.00%,3.80%
1017,9,29,319,0,102,452,1.99%,6.42%,70.58%,0.00%,22.57%
1018,37,63,4274,0,272,4626,0.80%,1.36%,92.39%,0.00%,5.88%
1019,33,143,2404,0,224,2775,1.19%,5.15%,86.63%,0.00%,8.07%
1020,23,51,3721,0,342,4129,0.56%,1.24%,90.12%,0.00%,8.28%
1021,16,34,2930,0,167,3139,0.51%,1.08%,93.34%,0.00%,5.32%
1022,4,11,1589,0,49,1643,0.24%,0.67%,96.71%,0.00%,2.98%
1023,16,53,4333,10,119,4531,0.35%,1.17%,95.63%,0.22%,2.63%
1024,182,410,3685,0,785,5007,3.63%,8.19%,73.60%,0.00%,15.68%
1025,2,9,1323,0,85,1416,0.14%,0.64%,93.43%,0.00%,6.00%
1026,12,30,2368,0,88,2489,0.48%,1.21%,95.14%,0.00%,3.54%
1027,69,87,492,6,146,800,8.62%,10.88%,61.50%,0.75%,18.25%
1028,18,27,1658,0,108,1804,1.00%,1.50%,91.91%,0.00%,5.99%
1029,27,100,3402,0,138,3653,0.74%,2.74%,93.13%,0.00%,3.78%
1030,17,70,346,0,58,485,3.51%,14.43%,71.34%,0.00%,11.96%
1031,16,53,2829,0,137,3035,0.53%,1.75%,93.21%,0.00%,4.51%
1032,17,38,3950,0,124,4117,0.41%,0.92%,95.94%,0.00%,3.01%
1033,71,217,3917,7,576,4788,1.48%,4.53%,81.81%,0.15%,12.03%
1034,501,1285,3404,0,2458,7595,6.60%,16.92%,44.82%,0.00%,32.36%
1035,504,2322,1678,0,5591,9990,5.05%,23.24%,16.80%,0.00%,55.97%
1036,165,476,5393,0,841,6823,2.42%,6.98%,79.04%,0.00%,12.33%
1037,86,386,4775,4,610,5861,1.47%,6.59%,81.47%,0.07%,10.41%
1038,107,327,5293,0,612,6295,1.70%,5.19%,84.08%,0.00%,9.72%
1039,57,284,7431,0,396,8087,0.70%,3.51%,91.89%,0.00%,4.90%
1040,29,58,5165,0,206,5427,0.53%,1.07%,95.17%,0.00%,3.80%
1041,37,79,3868,0,170,4128,0.90%,1.91%,93.70%,0.00%,4.12%
1042,5,26,1595,0,55,1667,0.30%,1.56%,95.68%,0.00%,3.30%
1043,50,123,2338,0,277,2774,1.80%,4.43%,84.28%,0.00%,9.99%
1044,15,54,2910,0,150,3117,0.48%,1.73%,93.36%,0.00%,4.81%
1045,76,214,7003,0,446,7715,0.99%,2.77%,90.77%,0.00%,5.78%
1046,20,90,3814,0,248,4164,0.48%,2.16%,91.59%,0.00%,5.96%
1047,17,46,2935,0,205,3189,0.53%,1.44%,92.04%,0.00%,6.43%
1048,19,49,3642,0,300,3996,0.48%,1.23%,91.14%,0.00%,7.51%
1049,25,81,4745,0,379,5228,0.48%,1.55%,90.76%,0.00%,7.25%
1050,31,32,2082,1,265,2411,1.29%,1.33%,86.35%,0.04%,10.99%
1051,21,85,3137,0,516,3743,0.56%,2.27%,83.81%,0.00%,13.79%
1052,34,65,3170,0,371,3632,0.94%,1.79%,87.28%,0.00%,10.21%
1053,16,30,402,0,60,499,3.21%,6.01%,80.56%,0.00%,12.02%
1054,35,59,3801,10,444,4349,0.80%,1.36%,87.40%,0.23%,10.21%
1055,171,304,1956,8,666,3105,5.51%,9.79%,63.00%,0.26%,21.45%
1056,107,257,6142,0,585,7039,1.52%,3.65%,87.26%,0.00%,8.31%
1057,61,129,4721,12,1041,5964,1.02%,2.16%,79.16%,0.20%,17.45%
