precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
11,51,332,1958,1,739,3081,1.66%,10.78%,63.55%,0.03%,23.99%
12,15,103,1088,19,319,1544,0.97%,6.67%,70.47%,1.23%,20.66%
13,56,461,4131,8,825,5481,1.02%,8.41%,75.37%,0.15%,15.05%
14,3,29,283,1,144,460,0.65%,6.30%,61.52%,0.22%,31.30%
16,9,45,223,6,181,464,1.94%,9.70%,48.06%,1.29%,39.01%
24,32,7,73,11,434,557,5.75%,1.26%,13.11%,1.97%,77.92%
25,52,61,544,54,1016,1727,3.01%,3.53%,31.50%,3.13%,58.83%
26,11,53,384,3,317,768,1.43%,6.90%,50.00%,0.39%,41.28%
31,3,11,63,0,92,166,1.81%,6.63%,37.95%,0.00%,55.42%
32,2,12,144,1,149,308,0.65%,3.90%,46.75%,0.32%,48.38%
33,51,178,1099,40,1442,2810,1.81%,6.33%,39.11%,1.42%,51.32%
34,56,185,811,19,1421,2492,2.25%,7.42%,32.54%,0.76%,57.02%
35,16,64,302,14,373,769,2.08%,8.32%,39.27%,1.82%,48.50%
37,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
41,0,6,14,0,13,29,0.00%,20.69%,48.28%,0.00%,44.83%
42,20,74,711,2,451,1258,1.59%,5.88%,56.52%,0.16%,35.85%
45,42,75,571,0,811,1494,2.81%,5.02%,38.22%,0.00%,54.28%
46,29,168,1245,0,841,2280,1.27%,7.37%,54.61%,0.00%,36.89%
103,11,30,113,10,157,321,3.43%,9.35%,35.20%,3.12%,48.91%
104,3,8,83,0,134,225,1.33%,3.56%,36.89%,0.00%,59.56%
105,0,0,1,0,0,1,0.00%,0.00%,100.00%,0.00%,0.00%
12A,12,32,209,7,147,407,2.95%,7.86%,51.35%,1.72%,36.12%
205,19,51,314,37,1449,1870,1.02%,2.73%,16.79%,1.98%,77.49%
207,15,22,324,28,1129,1518,0.99%,1.45%,21.34%,1.84%,74.37%
208,1,0,6,0,2,8,12.50%,0.00%,75.00%,0.00%,25.00%
209,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
304,19,26,339,25,638,1047,1.81%,2.48%,32.38%,2.39%,60.94%
31A,0,0,0,0,0,0,0.00%,0.00%,0.00%,0.00%,0.00%
34A,0,2,8,1,38,49,0.00%,4.08%,16.33%,2.04%,77.55%
404,4,20,341,26,625,1016,0.39%,1.97%,33.56%,2.56%,61.52%
405,7,25,192,0,416,639,1.10%,3.91%,30.05%,0.00%,65.10%
408,0,0,9,1,48,58,0.00%,0.00%,15.52%,1.72%,82.76%
409,5,10,228,31,603,877,0.57%,1.14%,26.00%,3.53%,68.76%
207C,15,19,312,9,556,911,1.65%,2.09%,34.25%,0.99%,61.03%
208C,2,4,51,6,162,225,0.89%,1.78%,22.67%,2.67%,72.00%
