Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
11,150,5,116,271,0.5535055351,0.0184501845,0.4280442804,Rep,2
12,100,4,69,173,0.5780346821,0.0231213873,0.3988439306,Rep,2
13,79,3,30,112,0.7053571429,0.0267857143,0.2678571429,Rep,3
14,32,0,7,39,0.8205128205,0.0000000000,0.1794871795,Rep,3
16,30,2,13,45,0.6666666667,0.0444444444,0.2888888889,Rep,3
24,214,3,41,258,0.8294573643,0.0116279070,0.1589147287,Rep,3
25,442,12,121,575,0.7686956522,0.0208695652,0.2104347826,Rep,3
26,90,1,10,101,0.8910891089,0.0099009901,0.0990099010,Rep,3
31,44,1,25,70,0.6285714286,0.0142857143,0.3571428571,Rep,2
32,34,0,10,44,0.7727272727,0.0000000000,0.2272727273,Rep,3
33,426,8,118,552,0.7717391304,0.0144927536,0.2137681159,Rep,3
34,448,9,117,574,0.7804878049,0.0156794425,0.2038327526,Rep,3
35,90,3,15,108,0.8333333333,0.0277777778,0.1388888889,Rep,3
41,4,0,3,7,0.5714285714,0.0000000000,0.4285714286,Rep,2
42,147,3,60,210,0.7000000000,0.0142857143,0.2857142857,Rep,3
45,175,3,49,227,0.7709251101,0.0132158590,0.2158590308,Rep,3
46,296,5,67,368,0.8043478261,0.0135869565,0.1820652174,Rep,3
103,57,1,12,70,0.8142857143,0.0142857143,0.1714285714,Rep,3
104,61,1,3,65,0.9384615385,0.0153846154,0.0461538462,Rep,3
205,631,8,47,686,0.9198250729,0.0116618076,0.0685131195,Rep,3
207,750,9,68,827,0.9068923821,0.0108827086,0.0822249093,Rep,3
208,84,1,7,92,0.9130434783,0.0108695652,0.0760869565,Rep,3
304,267,1,23,291,0.9175257732,0.0034364261,0.0790378007,Rep,3
404,236,2,27,265,0.8905660377,0.0075471698,0.1018867925,Rep,3
405,125,2,10,137,0.9124087591,0.0145985401,0.0729927007,Rep,3
408,33,0,0,33,1.0000000000,0.0000000000,0.0000000000,Rep,3
409,223,2,15,240,0.9291666667,0.0083333333,0.0625000000,Rep,3
