precinct,party,candidate,votes
10,DEM,Brandon Birmingham,19
10,REP,David Newell,285
16,DEM,Brandon Birmingham,5
16,REP,David Newell,185
20,DEM,Brandon Birmingham,20
20,REP,David Newell,155
22,DEM,Brandon Birmingham,217
22,REP,David Newell,2091
23,DEM,Brandon Birmingham,192
23,REP,David Newell,1187
24,DEM,Brandon Birmingham,196
24,REP,David Newell,1029
5,DEM,Brandon Birmingham,247
5,REP,David Newell,1806
6,DEM,Brandon Birmingham,14
6,REP,David Newell,152
7,DEM,Brandon Birmingham,7
7,REP,David Newell,129
