precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
1,115,797,3879,84,3425,8300,1.39%,9.60%,46.73%,1.01%,41.27%
2,66,815,1296,126,3741,6044,1.09%,13.48%,21.44%,2.08%,61.90%
3,115,394,2563,148,4406,7626,1.51%,5.17%,33.61%,1.94%,57.78%
4,61,1028,1290,87,3299,5765,1.06%,17.83%,22.38%,1.51%,57.22%
5,22,262,1310,85,1895,3574,0.62%,7.33%,36.65%,2.38%,53.02%
6,28,80,596,90,1604,2398,1.17%,3.34%,24.85%,3.75%,66.89%
7,31,781,3261,0,1433,5497,0.56%,14.21%,59.32%,0.00%,26.07%
8,15,54,437,42,905,1453,1.03%,3.72%,30.08%,2.89%,62.28%
9,47,1708,1821,11,2177,5764,0.82%,29.63%,31.59%,0.19%,37.77%
10,7,36,479,49,912,1483,0.47%,2.43%,32.30%,3.30%,61.50%
11,661,533,1670,91,2027,4982,13.27%,10.70%,33.52%,1.83%,40.69%
12,357,475,2553,59,2382,5826,6.13%,8.15%,43.82%,1.01%,40.89%
13,519,1078,1950,72,2896,6515,7.97%,16.55%,29.93%,1.11%,44.45%
14,73,995,1374,146,5071,7659,0.95%,12.99%,17.94%,1.91%,66.21%
15,57,243,855,93,2928,4176,1.36%,5.82%,20.47%,2.23%,70.11%
16,65,226,1699,73,1986,4049,1.61%,5.58%,41.96%,1.80%,49.05%
17,65,677,3666,0,1559,5939,1.09%,11.40%,61.73%,0.00%,26.25%
18,472,727,1510,141,3903,6753,6.99%,10.77%,22.36%,2.09%,57.80%
19,23,507,2987,12,1273,4802,0.48%,10.56%,62.20%,0.25%,26.51%
20,21,161,743,47,1529,2501,0.84%,6.44%,29.71%,1.88%,61.14%
21,383,2880,3283,0,1581,8092,4.73%,35.59%,40.57%,0.00%,19.54%
22,135,233,1082,108,3635,5193,2.60%,4.49%,20.84%,2.08%,70.00%
23,180,577,2769,143,4058,7727,2.33%,7.47%,35.84%,1.85%,52.52%
24,28,88,923,25,1207,2271,1.23%,3.87%,40.64%,1.10%,53.15%
25,33,47,1302,27,1430,2839,1.16%,1.66%,45.86%,0.95%,50.37%
26,805,1193,3305,16,2266,7585,10.61%,15.73%,43.57%,0.21%,29.87%
27,428,386,303,36,1503,2656,16.11%,14.53%,11.41%,1.36%,56.59%
28,1015,740,1763,64,2634,6216,16.33%,11.90%,28.36%,1.03%,42.37%
29,1693,1374,1048,0,1423,5486,30.86%,25.05%,19.10%,0.00%,25.94%
30,215,531,884,111,2781,4522,4.75%,11.74%,19.55%,2.45%,61.50%
31,17,86,637,46,1221,2007,0.85%,4.29%,31.74%,2.29%,60.84%
32,35,289,938,90,2752,4104,0.85%,7.04%,22.86%,2.19%,67.06%
33,7,404,471,70,1905,2857,0.25%,14.14%,16.49%,2.45%,66.68%
34,136,229,4633,275,4995,10268,1.32%,2.23%,45.12%,2.68%,48.65%
35,16,39,659,86,1687,2487,0.64%,1.57%,26.50%,3.46%,67.83%
36,140,166,2360,45,1166,3877,3.61%,4.28%,60.87%,1.16%,30.07%
37,379,775,1841,89,2686,5770,6.57%,13.43%,31.91%,1.54%,46.55%
38,15,24,78,39,663,819,1.83%,2.93%,9.52%,4.76%,80.95%
39,149,379,2935,113,2997,6573,2.27%,5.77%,44.65%,1.72%,45.60%
40,65,172,1388,100,1912,3637,1.79%,4.73%,38.16%,2.75%,52.57%
41,804,734,517,14,1118,3187,25.23%,23.03%,16.22%,0.44%,35.08%
42,19,162,438,0,543,1148,1.66%,14.11%,38.15%,0.00%,47.30%
43,522,798,2455,112,4381,8268,6.31%,9.65%,29.69%,1.35%,52.99%
44,1823,1691,1014,27,2418,6973,26.14%,24.25%,14.54%,0.39%,34.68%
45,145,372,1520,96,3079,5212,2.78%,7.14%,29.16%,1.84%,59.08%
46,467,1071,1979,116,3869,7502,6.23%,14.28%,26.38%,1.55%,51.57%
47,228,608,1952,61,2011,4860,4.69%,12.51%,40.16%,1.26%,41.38%
48,115,778,2796,92,2378,6159,1.87%,12.63%,45.40%,1.49%,38.61%
49,22,69,350,65,1923,2429,0.91%,2.84%,14.41%,2.68%,79.17%
50,1014,2572,910,0,1072,5530,18.34%,46.51%,16.46%,0.00%,19.39%
51,292,243,947,82,2881,4445,6.57%,5.47%,21.30%,1.84%,64.81%
52,413,453,1013,33,2482,4394,9.40%,10.31%,23.05%,0.75%,56.49%
53,613,2283,1116,0,747,4703,13.03%,48.54%,23.73%,0.00%,15.88%
54,681,1174,1093,10,1416,4374,15.57%,26.84%,24.99%,0.23%,32.37%
55,79,916,1538,34,2679,5246,1.51%,17.46%,29.32%,0.65%,51.07%
56,127,994,2134,96,3881,7232,1.76%,13.74%,29.51%,1.33%,53.66%
57,37,61,824,49,998,1969,1.88%,3.10%,41.85%,2.49%,50.69%
58,1184,1676,781,10,1822,5473,21.63%,30.62%,14.27%,0.18%,33.29%
59,1223,973,487,0,1204,3877,31.55%,25.10%,12.56%,0.00%,31.05%
60,1245,1083,2105,53,3125,7611,16.36%,14.23%,27.66%,0.70%,41.06%
61,58,31,453,33,873,1448,4.01%,2.14%,31.28%,2.28%,60.29%
62,654,2394,2173,11,2353,7585,8.62%,31.56%,28.65%,0.15%,31.02%
63,638,3174,1974,0,1056,6806,9.37%,46.64%,29.00%,0.00%,15.52%
64,9,25,54,0,30,117,7.69%,21.37%,46.15%,0.00%,25.64%
65,184,673,1158,62,2158,4235,4.34%,15.89%,27.34%,1.46%,50.96%
66,2552,2059,1177,0,1550,7311,34.91%,28.16%,16.10%,0.00%,21.20%
67,956,2431,865,0,847,5040,18.97%,48.23%,17.16%,0.00%,16.81%
68,418,1576,1768,14,571,4347,9.62%,36.25%,40.67%,0.32%,13.14%
69,1483,1207,651,0,858,4179,35.49%,28.88%,15.58%,0.00%,20.53%
70,1148,1761,1154,0,1424,5478,20.96%,32.15%,21.07%,0.00%,25.99%
71,365,625,369,0,492,1845,19.78%,33.88%,20.00%,0.00%,26.67%
72,1205,1216,606,0,846,3849,31.31%,31.59%,15.74%,0.00%,21.98%
73,139,687,431,3,510,1770,7.85%,38.81%,24.35%,0.17%,28.81%
74,6,11,496,2,274,789,0.76%,1.39%,62.86%,0.25%,34.73%
75,148,505,2096,62,2779,5590,2.65%,9.03%,37.50%,1.11%,49.71%
76,27,67,753,97,1384,2328,1.16%,2.88%,32.35%,4.17%,59.45%
77,176,468,2734,85,4344,7807,2.25%,5.99%,35.02%,1.09%,55.64%
78,84,1308,1780,47,1604,4823,1.74%,27.12%,36.91%,0.97%,33.26%
