Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,470,7,283,760,0.6184210526,0.0092105263,0.3723684211,Rep,2
2,704,9,271,984,0.7154471545,0.0091463415,0.2754065041,Rep,3
3,324,10,518,852,0.3802816901,0.0117370892,0.6079812207,Dem,2
4,890,16,340,1246,0.7142857143,0.0128410915,0.2728731942,Rep,3
5,822,13,126,961,0.8553590010,0.0135275754,0.1311134235,Rep,3
6,582,9,188,779,0.7471116816,0.0115532734,0.2413350449,Rep,3
7,569,6,68,643,0.8849144635,0.0093312597,0.1057542768,Rep,3
8,242,2,45,289,0.8373702422,0.0069204152,0.1557093426,Rep,3
9,338,2,21,361,0.9362880886,0.0055401662,0.0581717452,Rep,3
10,177,3,37,217,0.8156682028,0.0138248848,0.1705069124,Rep,3
11,93,2,12,107,0.8691588785,0.0186915888,0.1121495327,Rep,3
12,91,0,15,106,0.8584905660,0.0000000000,0.1415094340,Rep,3
14,165,2,21,188,0.8776595745,0.0106382979,0.1117021277,Rep,3
15,156,2,42,200,0.7800000000,0.0100000000,0.2100000000,Rep,3
16,203,4,18,225,0.9022222222,0.0177777778,0.0800000000,Rep,3
17,220,1,12,233,0.9442060086,0.0042918455,0.0515021459,Rep,3
18,88,0,40,128,0.6875000000,0.0000000000,0.3125000000,Rep,3
19,372,4,102,478,0.7782426778,0.0083682008,0.2133891213,Rep,3
20,152,0,14,166,0.9156626506,0.0000000000,0.0843373494,Rep,3
21,208,2,57,267,0.7790262172,0.0074906367,0.2134831461,Rep,3
22,156,4,40,200,0.7800000000,0.0200000000,0.2000000000,Rep,3
