precinct,registered,ballots_cast,blank
1,2643,823,0
2,4822,662,0
3,2843,269,0
4,1439,166,0
6,2165,481,0
9,5950,146,0
11,1250,100,0
12,4857,608,0
13,4020,249,0
14,3386,365,0
15,1610,209,0
16,5166,788,0
17,3534,547,0
18,4501,230,0
20,1397,123,0
21,1307,475,0
22,1581,138,0
23,472,48,0
25,4147,290,0
26,2459,740,0
27,3005,299,0
28,4157,308,0
29,4128,392,0
30,4806,1324,0
32,4832,862,0
33,3846,281,0
34,4412,777,0
35,2996,707,0
36,4049,286,0
37,4627,1232,0
38,4685,352,0
39,4502,1021,0
41,2916,581,0
42,3678,609,0
44,752,15,0
45,2018,184,0
46,3425,509,0
47,2881,93,0
48,611,235,0
49,3461,150,0
51,3377,336,0
52,2643,66,0
54,3139,82,0
56,3032,818,0
57,343,106,0
59,1925,379,0
60,3922,555,0
61,2795,580,0
62,1152,84,0
63,3349,572,0
64,2598,399,0
65,3593,361,0
66,5706,707,0
67,5091,1256,0
68,3841,509,0
69,4251,472,0
70,2351,157,0
71,4736,411,0
72,4159,646,0
73,3422,397,0
74,2910,665,0
75,3876,325,0
76,3479,474,0
77,3138,282,0
78,2599,115,0
79,2274,121,0
80,4441,173,0
81,4017,640,0
83,0,0,0
84,0,0,0
