precinct,party,candidate,votes
1,DEM,Tina Clinton,60
1,REP,Kevin Patrick Yeary,479
10,DEM,Tina Clinton,193
10,REP,Kevin Patrick Yeary,837
11,DEM,Tina Clinton,98
11,REP,Kevin Patrick Yeary,539
2,DEM,Tina Clinton,109
2,REP,Kevin Patrick Yeary,481
3,DEM,Tina Clinton,111
3,REP,Kevin Patrick Yeary,649
4,DEM,Tina Clinton,44
4,REP,Kevin Patrick Yeary,339
5,DEM,Tina Clinton,221
5,REP,Kevin Patrick Yeary,968
6,DEM,Tina Clinton,157
6,REP,Kevin Patrick Yeary,761
7,DEM,Tina Clinton,73
7,REP,Kevin Patrick Yeary,440
8,DEM,Tina Clinton,295
8,REP,Kevin Patrick Yeary,1277
9,DEM,Tina Clinton,103
9,REP,Kevin Patrick Yeary,513
