Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,545,4,89,638,0.8542319749,0.0062695925,0.1394984326,Rep,3
2,183,1,43,227,0.8061674009,0.0044052863,0.1894273128,Rep,3
3,390,2,30,422,0.9241706161,0.0047393365,0.0710900474,Rep,3
4,107,2,25,134,0.7985074627,0.0149253731,0.1865671642,Rep,3
5,323,1,24,348,0.9281609195,0.0028735632,0.0689655172,Rep,3
6,292,4,177,473,0.6173361522,0.0084566596,0.3742071882,Rep,2
7,106,0,27,133,0.7969924812,0.0000000000,0.2030075188,Rep,3
8,210,1,68,279,0.7526881720,0.0035842294,0.2437275986,Rep,3
9,160,1,46,207,0.7729468599,0.0048309179,0.2222222222,Rep,3
10,238,1,25,264,0.9015151515,0.0037878788,0.0946969697,Rep,3
11,356,3,35,394,0.9035532995,0.0076142132,0.0888324873,Rep,3
12,119,2,22,143,0.8321678322,0.0139860140,0.1538461538,Rep,3
13,519,4,52,575,0.9026086957,0.0069565217,0.0904347826,Rep,3
14,95,1,96,192,0.4947916667,0.0052083333,0.5000000000,Dem,1
15,247,2,47,296,0.8344594595,0.0067567568,0.1587837838,Rep,3
16,191,1,33,225,0.8488888889,0.0044444444,0.1466666667,Rep,3
17,14,0,36,50,0.2800000000,0.0000000000,0.7200000000,Dem,3
18,171,1,8,180,0.9500000000,0.0055555556,0.0444444444,Rep,3
19,156,0,9,165,0.9454545455,0.0000000000,0.0545454545,Rep,3
20,29,1,93,123,0.2357723577,0.0081300813,0.7560975610,Dem,3
21,190,1,19,210,0.9047619048,0.0047619048,0.0904761905,Rep,3
22,120,1,135,256,0.4687500000,0.0039062500,0.5273437500,Dem,1
