Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
101,846,20,321,1187,0.7127211457,0.0168491997,0.2704296546,Rep,3
102,109,2,93,204,0.5343137255,0.0098039216,0.4558823529,Rep,1
103,177,1,18,196,0.9030612245,0.0051020408,0.0918367347,Rep,3
201,425,4,25,454,0.9361233480,0.0088105727,0.0550660793,Rep,3
202,1012,12,208,1232,0.8214285714,0.0097402597,0.1688311688,Rep,3
203,275,4,43,322,0.8540372671,0.0124223602,0.1335403727,Rep,3
301,99,2,15,116,0.8534482759,0.0172413793,0.1293103448,Rep,3
302,886,21,207,1114,0.7953321364,0.0188509874,0.1858168761,Rep,3
303,747,16,223,986,0.7576064909,0.0162271805,0.2261663286,Rep,3
304,161,2,37,200,0.8050000000,0.0100000000,0.1850000000,Rep,3
401,424,8,134,566,0.7491166078,0.0141342756,0.2367491166,Rep,3
402,57,2,66,125,0.4560000000,0.0160000000,0.5280000000,Dem,1
403,187,3,48,238,0.7857142857,0.0126050420,0.2016806723,Rep,3
404,407,10,187,604,0.6738410596,0.0165562914,0.3096026490,Rep,3
405,371,7,64,442,0.8393665158,0.0158371041,0.1447963801,Rep,3
