precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,24,470,1648,39,1473,3654,0.66%,12.86%,45.10%,1.07%,40.31%
102,1,140,67,2,171,381,0.26%,36.75%,17.59%,0.52%,44.88%
103,2,17,41,3,287,350,0.57%,4.86%,11.71%,0.86%,82.00%
201,6,18,68,10,660,762,0.79%,2.36%,8.92%,1.31%,86.61%
202,27,278,839,21,1508,2673,1.01%,10.40%,31.39%,0.79%,56.42%
203,3,18,83,13,461,578,0.52%,3.11%,14.36%,2.25%,79.76%
301,0,12,29,5,164,210,0.00%,5.71%,13.81%,2.38%,78.10%
302,11,136,192,95,1641,2075,0.53%,6.55%,9.25%,4.58%,79.08%
303,23,54,399,66,1583,2125,1.08%,2.54%,18.78%,3.11%,74.49%
304,3,28,19,0,286,332,0.90%,8.43%,5.72%,0.00%,86.14%
401,7,295,239,8,611,1160,0.60%,25.43%,20.60%,0.69%,52.67%
402,0,99,8,7,75,189,0.00%,52.38%,4.23%,3.70%,39.68%
403,0,23,55,5,297,380,0.00%,6.05%,14.47%,1.32%,78.16%
404,12,275,699,23,710,1719,0.70%,16.00%,40.66%,1.34%,41.30%
405,4,82,93,26,685,890,0.45%,9.21%,10.45%,2.92%,76.97%
