precinct,registered,ballots_cast,blank
el-paso:1,2200,680,2
el-paso:10,4580,1387,0
el-paso:100,3335,1241,0
el-paso:101,2470,1091,0
el-paso:102,2600,908,0
el-paso:103,1945,887,0
el-paso:104,3114,1265,0
el-paso:105,2801,1168,0
el-paso:106,3145,1089,0
el-paso:107,2208,890,0
el-paso:108,1980,973,0
el-paso:109,1848,763,0
el-paso:11,4031,1566,1
el-paso:110,3183,1282,0
el-paso:111,1670,514,0
el-paso:112,5415,1497,0
el-paso:113,2788,1020,0
el-paso:114,5185,1563,0
el-paso:115,3172,973,0
el-paso:116,4425,1450,1
el-paso:117,3170,1178,0
el-paso:118,2401,1000,0
el-paso:119,2717,961,0
el-paso:12,3322,1477,0
el-paso:120,3245,1137,0
el-paso:121,1960,816,0
el-paso:122,3819,1329,0
el-paso:123,3480,1039,0
el-paso:124,3675,970,0
el-paso:125,4122,1413,0
el-paso:126,4918,1981,0
el-paso:127,510,101,0
el-paso:128,4201,1349,0
el-paso:129,4835,1442,0
el-paso:13,3462,1418,0
el-paso:130,4330,1465,0
el-paso:131,3333,1133,0
el-paso:132,505,101,0
el-paso:133,2618,796,0
el-paso:134,1360,422,0
el-paso:135,2471,663,0
el-paso:136,2100,485,0
el-paso:137,2067,515,0
el-paso:138,2417,581,0
el-paso:139,2238,679,0
el-paso:14,4268,1918,0
el-paso:140,2135,460,0
el-paso:141,1480,411,0
el-paso:142,1235,303,0
el-paso:143,2548,803,0
el-paso:144,2740,812,0
el-paso:145,2830,747,0
el-paso:146,1440,410,0
el-paso:147,1632,515,0
el-paso:148,2373,746,0
el-paso:149,2800,810,0
el-paso:15,2887,1456,0
el-paso:150,1950,522,0
el-paso:151,2500,566,0
el-paso:152,2430,545,0
el-paso:153,2585,767,0
el-paso:154,2260,690,0
el-paso:155,1092,266,0
el-paso:156,1950,473,0
el-paso:157,524,131,0
el-paso:158,1690,725,0
el-paso:159,2120,345,0
el-paso:16,3760,1503,0
el-paso:160,2960,822,0
el-paso:161,1480,344,0
el-paso:162,4015,944,0
el-paso:163,3084,659,0
el-paso:164,3814,947,0
el-paso:165,4300,879,1
el-paso:166,3490,915,0
el-paso:167,4170,872,1
el-paso:168,386,74,0
el-paso:169,3225,555,0
el-paso:17,1861,879,0
el-paso:170,3486,1073,0
el-paso:171,2636,591,1
el-paso:172,4050,1141,0
el-paso:173,1603,356,0
el-paso:174,44,13,0
el-paso:175,277,93,0
el-paso:176,1096,512,0
el-paso:177,570,258,0
el-paso:178,1282,389,0
el-paso:179,746,133,0
el-paso:18,3370,1692,0
el-paso:180,2380,475,0
el-paso:181,5255,1658,0
el-paso:182,3260,889,0
el-paso:183,0,0,0
el-paso:184,0,0,0
el-paso:185,673,332,0
el-paso:186,798,294,0
el-paso:187,0,0,0
el-paso:188,125,41,0
