precinct,party,candidate,votes
1,DEM,Cesar J. Blanco,358
1,REP,Derek L. Zubeldia,612
10,DEM,Cesar J. Blanco,142
10,REP,Derek L. Zubeldia,193
2,DEM,Cesar J. Blanco,383
2,REP,Derek L. Zubeldia,500
3,DEM,Cesar J. Blanco,6
3,REP,Derek L. Zubeldia,98
4,DEM,Cesar J. Blanco,36
4,REP,Derek L. Zubeldia,229
5,DEM,Cesar J. Blanco,1
5,REP,Derek L. Zubeldia,41
6,DEM,Cesar J. Blanco,21
6,REP,Derek L. Zubeldia,37
7,DEM,Cesar J. Blanco,280
7,REP,Derek L. Zubeldia,415
9,DEM,Cesar J. Blanco,21
9,REP,Derek L. Zubeldia,95
