Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
1,366,4,74,444,0.8243243243,0.0090090090,0.1666666667,Rep,3
2,478,3,57,538,0.8884758364,0.0055762082,0.1059479554,Rep,3
3,268,3,37,308,0.8701298701,0.0097402597,0.1201298701,Rep,3
4,186,1,20,207,0.8985507246,0.0048309179,0.0966183575,Rep,3
5,115,2,36,153,0.7516339869,0.0130718954,0.2352941176,Rep,3
6,141,0,11,152,0.9276315789,0.0000000000,0.0723684211,Rep,3
7,143,2,14,159,0.8993710692,0.0125786164,0.0880503145,Rep,3
8,290,3,14,307,0.9446254072,0.0097719870,0.0456026059,Rep,3
9,378,1,43,422,0.8957345972,0.0023696682,0.1018957346,Rep,3
10,211,1,12,224,0.9419642857,0.0044642857,0.0535714286,Rep,3
11,1060,9,200,1269,0.8353033885,0.0070921986,0.1576044129,Rep,3
12,70,0,19,89,0.7865168539,0.0000000000,0.2134831461,Rep,3
14,331,4,72,407,0.8132678133,0.0098280098,0.1769041769,Rep,3
15,72,0,9,81,0.8888888889,0.0000000000,0.1111111111,Rep,3
16,241,3,82,326,0.7392638037,0.0092024540,0.2515337423,Rep,3
17,88,3,269,360,0.2444444444,0.0083333333,0.7472222222,Dem,3
18,16,0,47,63,0.2539682540,0.0000000000,0.7460317460,Dem,3
19,722,7,163,892,0.8094170404,0.0078475336,0.1827354260,Rep,3
20,38,0,14,52,0.7307692308,0.0000000000,0.2692307692,Rep,3
21,216,2,42,260,0.8307692308,0.0076923077,0.1615384615,Rep,3
