precinct,asian,black,hispanic,others,white,total,pct_asian,pct_black,pct_hispanic,pct_others,pct_white
101,64,86,828,69,2760,3807,1.68%,2.26%,21.75%,1.81%,72.50%
107,7,10,358,44,877,1296,0.54%,0.77%,27.62%,3.40%,67.67%
109,21,34,347,31,1447,1880,1.12%,1.81%,18.46%,1.65%,76.97%
113,47,22,330,46,1674,2119,2.22%,1.04%,15.57%,2.17%,79.00%
118,25,49,169,7,634,884,2.83%,5.54%,19.12%,0.79%,71.72%
119,77,39,659,63,2268,3106,2.48%,1.26%,21.22%,2.03%,73.02%
202,39,41,1174,113,2392,3759,1.04%,1.09%,31.23%,3.01%,63.63%
211,134,148,1091,60,1868,3301,4.06%,4.48%,33.05%,1.82%,56.59%
215,70,42,1192,133,3062,4499,1.56%,0.93%,26.49%,2.96%,68.06%
220,46,20,228,62,2384,2740,1.68%,0.73%,8.32%,2.26%,87.01%
303,9,8,151,19,905,1092,0.82%,0.73%,13.83%,1.74%,82.88%
308,10,5,585,30,447,1077,0.93%,0.46%,54.32%,2.79%,41.50%
312,110,202,2197,109,3534,6152,1.79%,3.28%,35.71%,1.77%,57.44%
314,58,256,1678,82,1828,3902,1.49%,6.56%,43.00%,2.10%,46.85%
404,7,11,158,32,1005,1213,0.58%,0.91%,13.03%,2.64%,82.85%
405,16,16,234,59,1652,1977,0.81%,0.81%,11.84%,2.98%,83.56%
406,43,68,991,105,3274,4481,0.96%,1.52%,22.12%,2.34%,73.06%
410,13,0,51,15,260,339,3.83%,0.00%,15.04%,4.42%,76.70%
416,18,29,775,86,1731,2639,0.68%,1.10%,29.37%,3.26%,65.59%
417,37,41,402,66,1789,2335,1.58%,1.76%,17.22%,2.83%,76.62%
