Precinct,Rep,Mod,Dem,Total,Rep Share,Mod Share,Dem Share,Winning Party,Party Strength
101,1762,28,427,2217,0.7947677041,0.0126296797,0.1926026161,Rep,3
107,612,13,125,750,0.8160000000,0.0173333333,0.1666666667,Rep,3
109,941,14,201,1156,0.8140138408,0.0121107266,0.1738754325,Rep,3
113,938,16,310,1264,0.7420886076,0.0126582278,0.2452531646,Rep,3
118,227,4,109,340,0.6676470588,0.0117647059,0.3205882353,Rep,3
119,1102,24,447,1573,0.7005721551,0.0152574698,0.2841703751,Rep,3
202,1492,22,288,1802,0.8279689234,0.0122086570,0.1598224195,Rep,3
211,650,18,270,938,0.6929637527,0.0191897655,0.2878464819,Rep,3
215,1816,33,457,2306,0.7875108413,0.0143104944,0.1981786644,Rep,3
220,1689,19,402,2110,0.8004739336,0.0090047393,0.1905213270,Rep,3
303,634,8,138,780,0.8128205128,0.0102564103,0.1769230769,Rep,3
308,324,3,121,448,0.7232142857,0.0066964286,0.2700892857,Rep,3
312,1932,40,786,2758,0.7005076142,0.0145032632,0.2849891226,Rep,3
314,815,27,492,1334,0.6109445277,0.0202398801,0.3688155922,Rep,2
404,710,10,98,818,0.8679706601,0.0122249389,0.1198044010,Rep,3
405,1048,12,307,1367,0.7666422824,0.0087783467,0.2245793709,Rep,3
406,1897,28,453,2378,0.7977291842,0.0117746005,0.1904962153,Rep,3
410,229,2,17,248,0.9233870968,0.0080645161,0.0685483871,Rep,3
416,1046,12,241,1299,0.8052347960,0.0092378753,0.1855273287,Rep,3
417,990,17,270,1277,0.7752545027,0.0133124511,0.2114330462,Rep,3
